Fecha,Hora ,CO,NO2,O3,PM10,SO2
19/04/2015,11:00:00,0.269,0.01058,0.02938,14.16,0.00128
19/04/2015,12:00:00,0.158,0.00435,0.02073,16.74,0.00132
19/04/2015,13:00:00,0.159,0.00508,0.0212,11.15,0.001
19/04/2015,14:00:00,0.145,0.00422,0.02047,10.87,0.0011
19/04/2015,15:00:00,0.163,0.00378,0.02185,13.17,0.001
19/04/2015,16:00:00,0.173,0.00585,0.0228,6.9,0.00105
19/04/2015,17:00:00,0.193,0.00575,0.02387,12.07,0.001
19/04/2015,18:00:00,0.212,0.00683,0.02168,12.27,0.001
19/04/2015,19:00:00,0.264,0.01122,0.01815,10.73,0.001
19/04/2015,20:00:00,0.3,0.01528,0.01298,16.92,0.001
19/04/2015,21:00:00,0.241,0.01225,0.01403,24.49,0.00127
19/04/2015,22:00:00,0.225,0.00792,0.0169,16.5,0.001
19/04/2015,23:00:00,0.238,0.01583,0.0129,17.69,0.00188
20/04/2015,0:00:00,0.254,0.01823,0.01093,12.76,0.00222
20/04/2015,1:00:00,0.211,0.01282,0.01412,6.35,0.00185
20/04/2015,2:00:00,0.208,0.01567,0.01158,6.32,0.0018
20/04/2015,3:00:00,0.235,0.01042,0.01262,8.16,0.001
20/04/2015,4:00:00,0.243,0.00955,0.0129,12.94,0.001
20/04/2015,5:00:00,0.262,0.01065,0.01127,14.35,0.001
20/04/2015,6:00:00,0.427,0.02078,0.00693,11.98,0.00115
20/04/2015,7:00:00,1.769,0.03793,0.00135,29.38,0.00332
20/04/2015,8:00:00,1.917,0.04878,0.00247,68.33,0.0062
20/04/2015,9:00:00,1.571,0.06252,0.00632,75.14,0.00578
20/04/2015,10:00:00,1.178,0.05943,0.0177,69.04,0.0034
20/04/2015,11:00:00,0.481,0.02382,0.02752,43.38,0.00192
20/04/2015,12:00:00,0.337,0.01673,0.03987,36.13,0.00137
20/04/2015,13:00:00,0.217,0.01082,0.04023,32.01,0.00113
20/04/2015,14:00:00,0.187,0.00882,0.047,23.88,0.001
20/04/2015,15:00:00,0.184,0.00738,0.0437,21.21,0.001
20/04/2015,16:00:00,0.184,0.00838,0.03928,26.41,0.00112
20/04/2015,17:00:00,0.198,0.0092,0.03815,32.7,0.001
20/04/2015,18:00:00,0.247,0.01408,0.03335,25.21,0.00107
20/04/2015,19:00:00,0.297,0.02087,0.02735,26.19,0.0013
20/04/2015,20:00:00,0.353,0.02867,0.02028,29.37,0.001
20/04/2015,21:00:00,0.278,0.01452,0.02617,30.05,0.0012
20/04/2015,22:00:00,0.284,0.02437,0.02325,26.52,0.00215
20/04/2015,23:00:00,0.285,0.01445,0.02317,26.05,0.0017
21/04/2015,0:00:00,0.288,0.01168,0.0232,24.97,0.001
21/04/2015,1:00:00,0.292,0.01155,0.02182,23.29,0.001
21/04/2015,2:00:00,0.329,0.01455,0.01848,19.03,0.001
21/04/2015,3:00:00,0.414,0.02345,0.01195,18.01,0.001
21/04/2015,4:00:00,0.571,0.03738,0.00453,17.61,0.00162
21/04/2015,5:00:00,0.529,0.04092,0.00127,28.69,0.00212
21/04/2015,6:00:00,0.436,0.03993,0.00288,30.54,0.0018
21/04/2015,7:00:00,0.674,0.04288,0.00237,28.59,0.00178
21/04/2015,8:00:00,0.906,0.03955,0.00562,38.25,0.002
21/04/2015,9:00:00,0.987,0.04398,0.01185,39.86,0.0022
21/04/2015,10:00:00,0.84,0.04282,0.02413,65.97,0.0021
21/04/2015,11:00:00,0.617,0.03053,0.0397,56.26,0.00237
21/04/2015,12:00:00,0.371,0.0173,0.0478,48.95,0.0021
21/04/2015,13:00:00,0.349,0.01638,0.05543,39.89,0.002
21/04/2015,14:00:00,0.32,0.01412,0.0572,39.01,0.002
21/04/2015,15:00:00,0.25,0.00973,0.05087,32.66,0.00137
21/04/2015,16:00:00,0.238,0.01017,0.04453,34.03,0.00173
21/04/2015,17:00:00,0.24,0.01382,0.04215,31.48,0.002
21/04/2015,18:00:00,0.253,0.01382,0.03893,28.47,0.00165
21/04/2015,19:00:00,0.254,0.01425,0.03658,28.4,0.00158
21/04/2015,20:00:00,0.311,0.02495,0.02645,30.93,0.00168
21/04/2015,21:00:00,0.343,0.02465,0.02272,30.49,0.00135
21/04/2015,22:00:00,0.284,0.01382,0.02882,29.78,0.00138
21/04/2015,23:00:00,0.299,0.00997,0.0262,29.88,0.00127
22/04/2015,0:00:00,0.326,0.01335,0.02253,31.89,0.0018
22/04/2015,1:00:00,0.327,0.01365,0.02083,25.04,0.00142
22/04/2015,2:00:00,0.32,0.01527,0.01947,18.19,0.00123
22/04/2015,3:00:00,0.34,0.02,0.01532,21.58,0.0013
22/04/2015,4:00:00,0.362,0.02655,0.01158,23.74,0.00102
22/04/2015,5:00:00,0.382,0.0355,0.00693,24.35,0.00105
22/04/2015,6:00:00,0.777,0.0485,0.00192,32.04,0.00167
22/04/2015,7:00:00,2.004,0.05315,0.00135,54.74,0.00298
22/04/2015,8:00:00,2.173,0.0662,0.00273,95.19,0.00525
22/04/2015,9:00:00,1.733,0.07942,0.00893,81.55,0.0046
22/04/2015,10:00:00,1.394,0.08057,0.02318,71.25,0.00353
22/04/2015,11:00:00,0.995,0.06627,0.04305,69.63,0.0031
22/04/2015,12:00:00,0.634,0.03887,0.06152,66.66,0.00228
22/04/2015,13:00:00,0.524,,0.04847,42.08,0.00117
22/04/2015,14:00:00,0.536,,0.04272,21.68,0.00102
22/04/2015,15:00:00,0.761,,0.04017,20.62,0.00102
22/04/2015,16:00:00,0.599,,0.03983,26.29,0.00138
22/04/2015,17:00:00,0.605,0.00402,0.03743,36.68,0.00145
22/04/2015,18:00:00,0.615,0.00452,0.03498,29.69,0.00153
22/04/2015,19:00:00,0.691,0.00677,0.02922,24.96,0.00138
22/04/2015,20:00:00,0.712,0.00493,0.02645,29.67,0.00118
22/04/2015,21:00:00,0.743,0.00573,0.02335,38.27,0.00163
22/04/2015,22:00:00,0.708,0.00387,0.02668,31.43,0.00168
22/04/2015,23:00:00,0.703,0.0083,0.0174,30.31,0.00413
23/04/2015,0:00:00,0.716,0.00325,0.02723,25.94,0.00222
23/04/2015,1:00:00,0.736,0.0029,0.02343,25.69,0.00117
23/04/2015,2:00:00,0.743,0.00298,0.02005,20.1,0.00115
23/04/2015,3:00:00,0.732,0.00227,0.02297,20.03,0.001
23/04/2015,4:00:00,0.761,0.00287,0.019,20.73,0.001
23/04/2015,5:00:00,0.826,0.0059,0.0097,24.14,0.00168
23/04/2015,6:00:00,0.826,0.00485,0.01372,29.36,0.00148
23/04/2015,7:00:00,0.924,0.00553,0.01335,27.45,0.00183
23/04/2015,8:00:00,0.961,0.00497,0.01638,32.06,0.00165
23/04/2015,9:00:00,0.86,0.0036,0.02448,24.34,0.00165
23/04/2015,10:00:00,0.783,0.00276,0.03198,30.31,0.00112
23/04/2015,11:00:00,0.848,,0.03907,40.9,0.00125
23/04/2015,12:00:00,0.9,,0.041,41.04,0.001
23/04/2015,13:00:00,0.9,,0.041,38.08,0.001
23/04/2015,14:00:00,0.9,,0.041,31.61,0.001
23/04/2015,15:00:00,0.9,,0.04177,30.43,0.001
23/04/2015,16:00:00,0.9,,0.0457,37.77,0.001
23/04/2015,17:00:00,0.9,,0.04537,39.84,0.001
23/04/2015,18:00:00,0.9,,0.04323,43.36,0.001
23/04/2015,19:00:00,0.9,,0.03382,41.81,0.001
23/04/2015,20:00:00,0.9,,0.03038,39.02,0.001
23/04/2015,21:00:00,0.9,,0.02602,39.78,0.001
23/04/2015,22:00:00,0.9,,0.02732,32.37,0.001
23/04/2015,23:00:00,0.858,,0.02648,28.9,0.001
24/04/2015,0:00:00,0.268,0.00756,0.01918,27.97,0.00225
24/04/2015,1:00:00,0.278,0.0089,0.0135,27.43,0.0032
24/04/2015,2:00:00,0.261,0.00437,0.02032,24.12,0.00222
24/04/2015,3:00:00,0.247,0.00082,0.02393,19.04,0.00138
24/04/2015,4:00:00,0.259,0.00085,0.02437,19.38,0.001
24/04/2015,5:00:00,0.267,0.00165,0.02167,20.13,0.001
24/04/2015,6:00:00,0.338,0.00477,0.01588,27.89,0.00102
24/04/2015,7:00:00,0.471,0.0088,0.0102,28.97,0.00168
24/04/2015,8:00:00,0.562,0.00667,0.01297,32.73,0.00143
24/04/2015,9:00:00,0.448,0.00382,0.02103,33.39,0.00127
24/04/2015,10:00:00,0.289,0.00148,0.02983,34.13,0.001
24/04/2015,11:00:00,0.302,0.00255,0.03502,28.84,0.001
24/04/2015,12:00:00,0.311,0.00342,0.0454,35.18,0.001
24/04/2015,13:00:00,0.246,0.00352,0.04458,32.76,0.00107
24/04/2015,14:00:00,0.257,0.00363,0.04283,36.57,0.00137
24/04/2015,15:00:00,0.255,0.0031,0.04345,36.44,0.001
24/04/2015,16:00:00,0.219,0.00263,0.04553,38.89,0.001
24/04/2015,17:00:00,0.264,0.00553,0.04258,38.68,0.001
24/04/2015,18:00:00,0.365,0.00947,0.03947,39.13,0.00138
24/04/2015,19:00:00,0.361,0.0078,0.03913,44.85,0.001
24/04/2015,20:00:00,0.319,0.00618,0.03128,42.75,0.00137
24/04/2015,21:00:00,0.319,0.00495,0.03005,41.26,0.00107
24/04/2015,22:00:00,0.291,0.00258,0.03032,33.69,0.00107
24/04/2015,23:00:00,0.252,0.00225,0.0322,29.85,0.001
25/04/2015,0:00:00,0.294,0.01,0.02343,23.94,0.00248
25/04/2015,1:00:00,0.345,0.0096,0.02167,26.46,0.0026
25/04/2015,2:00:00,0.334,0.00872,0.02227,22.53,0.00185
25/04/2015,3:00:00,0.349,0.00938,0.0223,24.9,0.00178
25/04/2015,4:00:00,0.403,0.01028,0.02017,29.16,0.00138
25/04/2015,5:00:00,0.577,0.01645,0.01383,26.48,0.00185
25/04/2015,6:00:00,0.896,0.02712,0.00233,50.31,0.003
25/04/2015,7:00:00,1.106,0.0282,0.00248,56.11,0.00305
25/04/2015,8:00:00,1.151,0.02847,0.00378,76.85,0.00385
25/04/2015,9:00:00,0.912,0.02532,0.0121,74.74,0.00345
25/04/2015,10:00:00,1.089,0.03143,0.01898,69.79,0.00393
25/04/2015,11:00:00,0.566,0.013,0.04663,62,0.00252
25/04/2015,12:00:00,0.274,0.0042,0.05518,53.98,0.002
25/04/2015,13:00:00,0.286,0.00562,0.05788,52.32,0.002
25/04/2015,14:00:00,0.247,0.00462,0.05723,52.18,0.002
25/04/2015,15:00:00,0.221,0.00477,0.05575,43.53,0.00263
25/04/2015,16:00:00,0.231,0.00668,0.05108,46.36,0.00225
25/04/2015,17:00:00,0.251,0.00528,0.04963,40.84,0.00192
25/04/2015,18:00:00,0.263,0.00803,0.04685,32.93,0.00225
25/04/2015,19:00:00,0.28,0.0082,0.04502,33.87,0.002
25/04/2015,20:00:00,0.286,0.00518,0.03717,36.97,0.00162
25/04/2015,21:00:00,0.322,0.00513,0.03138,34.11,0.00132
25/04/2015,22:00:00,0.318,0.00447,0.0285,31.79,0.00162
25/04/2015,23:00:00,0.341,0.00928,0.01868,33.25,0.00342
26/04/2015,0:00:00,0.323,0.00172,0.02673,27.57,0.00143
26/04/2015,1:00:00,0.34,0.0057,0.02023,33.57,0.002
26/04/2015,2:00:00,0.327,0.00347,0.02332,33.82,0.00142
26/04/2015,3:00:00,0.323,0.00227,0.02248,24.29,0.00103
26/04/2015,4:00:00,0.329,0.00297,0.01982,33.05,0.00102
26/04/2015,5:00:00,0.352,0.00198,0.02035,28.81,0.001
26/04/2015,6:00:00,0.352,0.00282,0.01867,24.23,0.00112
26/04/2015,7:00:00,0.426,0.00517,0.0154,24.05,0.001
26/04/2015,8:00:00,0.376,0.0038,0.02087,25.48,0.00105
26/04/2015,9:00:00,0.338,0.00157,0.0273,20.67,0.00142
26/04/2015,10:00:00,0.337,0.0013,0.03397,22.53,0.0015
26/04/2015,11:00:00,0.337,0.00127,0.04653,28.17,0.0016
26/04/2015,12:00:00,0.262,0.00128,0.04687,33.94,0.001
26/04/2015,13:00:00,0.24,0.0018,0.0451,23.68,0.001
26/04/2015,14:00:00,0.203,0.00215,0.04197,27.64,0.00125
26/04/2015,15:00:00,0.18,0.0018,0.04157,28.33,0.0015
26/04/2015,16:00:00,0.222,0.0007,0.04108,27.5,0.001
26/04/2015,17:00:00,0.246,0.00058,0.03948,32.52,0.001
26/04/2015,18:00:00,0.239,0.00068,0.03452,33.56,0.001
26/04/2015,19:00:00,0.217,0.00102,0.02792,34.05,0.001
26/04/2015,20:00:00,0.267,0.00203,0.02517,24.74,0.00103
26/04/2015,21:00:00,0.29,0.00292,0.02298,20.83,0.001
26/04/2015,22:00:00,0.306,0.00463,0.01907,21.48,0.00165
26/04/2015,23:00:00,0.261,0.00083,0.0234,21.3,0.00102
27/04/2015,0:00:00,0.263,0.00167,0.01997,22.62,0.00153
27/04/2015,1:00:00,0.256,0.0012,0.01957,22.67,0.001
27/04/2015,2:00:00,0.254,0.00228,0.01845,12.29,0.001
27/04/2015,3:00:00,0.255,0.00135,0.0199,11.87,0.001
27/04/2015,4:00:00,0.285,0.00093,0.02423,16.16,0.001
27/04/2015,5:00:00,0.342,0.00163,0.0214,18.25,0.001
27/04/2015,6:00:00,0.347,0.00382,0.01935,17.7,0.00102
27/04/2015,7:00:00,0.71,0.01577,0.00733,27.33,0.00133
27/04/2015,8:00:00,1.048,0.01552,0.00857,41.09,0.00233
27/04/2015,9:00:00,0.641,0.00758,0.02542,42.92,0.00197
27/04/2015,10:00:00,0.519,0.00723,0.03428,41.98,0.0019
27/04/2015,11:00:00,0.285,0.00118,0.03907,39.62,0.001
27/04/2015,12:00:00,0.271,0.00143,0.0428,40.47,0.001
27/04/2015,13:00:00,0.271,0.00225,0.04018,41.42,0.00108
27/04/2015,14:00:00,0.262,0.00277,0.03783,42.11,0.001
27/04/2015,15:00:00,0.242,0.00197,0.03812,42.08,0.001
27/04/2015,16:00:00,0.235,0.00192,0.03552,43.06,0.001
27/04/2015,17:00:00,0.281,0.0042,0.03278,38.56,0.00102
27/04/2015,18:00:00,0.353,0.00387,0.02827,47.57,0.001
27/04/2015,19:00:00,0.398,0.00455,0.02247,51.53,0.00108
27/04/2015,20:00:00,0.429,0.00485,0.0168,39.41,0.00113
27/04/2015,21:00:00,0.383,0.0022,0.01707,26.94,0.001
27/04/2015,22:00:00,0.307,0.00043,0.0222,21.12,0.0011
27/04/2015,23:00:00,0.289,0.00038,0.0227,22.71,0.001
28/04/2015,0:00:00,0.338,0.00137,0.01827,21.21,0.001
28/04/2015,1:00:00,0.345,0.00057,0.01682,24.58,0.00102
28/04/2015,2:00:00,0.355,0.00025,0.01722,19.09,0.00112
28/04/2015,3:00:00,0.357,0.00012,0.01932,18.32,0.00115
28/04/2015,4:00:00,0.323,,0.01988,18.51,0.00115
28/04/2015,5:00:00,0.332,,0.01858,18.6,0.00105
28/04/2015,6:00:00,0.374,,0.01407,22.3,0.00113
28/04/2015,7:00:00,0.459,,0.0124,22.54,0.0024
28/04/2015,8:00:00,0.52,,0.01445,26.41,0.00165
28/04/2015,9:00:00,0.593,,0.01543,27.4,0.00153
28/04/2015,10:00:00,0.442,,0.02163,33.87,0.0016
28/04/2015,11:00:00,0.378,,0.02975,30.81,0.00102
28/04/2015,12:00:00,0.425,,0.03725,28.06,0.001
28/04/2015,13:00:00,0.424,,0.0493,35.42,0.00167
28/04/2015,14:00:00,0.223,,0.05187,29.59,0.00123
28/04/2015,15:00:00,0.148,,0.05275,24.66,0.00118
28/04/2015,16:00:00,0.173,0.00792,0.04677,19.68,0.00177
28/04/2015,17:00:00,0.212,0.00937,0.04708,26.09,0.00128
28/04/2015,18:00:00,0.264,0.01108,0.03735,35.22,0.00117
28/04/2015,19:00:00,0.3,0.01103,0.03697,32.7,0.00135
28/04/2015,20:00:00,0.265,0.01472,0.04023,28.67,0.0014
28/04/2015,21:00:00,0.31,0.01698,0.03143,27.47,0.00178
28/04/2015,22:00:00,0.256,0.01182,0.03067,28.66,0.00148
28/04/2015,23:00:00,0.26,0.01558,0.02717,26.56,0.00197
29/04/2015,0:00:00,0.246,0.00992,0.0318,24.04,0.0019
29/04/2015,1:00:00,0.235,0.00743,0.03337,20.2,0.00118
29/04/2015,2:00:00,0.238,0.00797,0.03173,20.29,0.00132
29/04/2015,3:00:00,0.222,0.00702,0.03008,24.68,0.00125
29/04/2015,4:00:00,0.195,0.00525,0.03005,20.04,0.00115
29/04/2015,5:00:00,0.213,0.0063,0.0269,17.35,0.00098
29/04/2015,6:00:00,0.216,0.00665,0.02732,15.74,0.001
29/04/2015,7:00:00,0.32,0.01275,0.02753,20.07,0.00112
29/04/2015,8:00:00,0.396,0.01555,0.0314,21.15,0.00112
29/04/2015,9:00:00,0.509,0.02118,0.02227,17.43,0.00132
29/04/2015,10:00:00,0.824,0.0286,0.0155,39.74,0.00198
29/04/2015,11:00:00,0.987,0.03532,0.01565,54.76,0.00335
29/04/2015,12:00:00,0.75,0.02477,0.02155,67.52,0.00273
29/04/2015,13:00:00,0.55,0.01743,0.02795,38.71,0.00197
29/04/2015,14:00:00,0.571,0.0223,0.02928,26.42,0.002
29/04/2015,15:00:00,0.635,0.0247,0.02788,39.04,0.002
29/04/2015,16:00:00,0.392,0.01335,0.04415,36,0.0019
29/04/2015,17:00:00,0.295,0.01137,0.03673,27.64,0.0015
29/04/2015,18:00:00,0.316,0.01267,0.02393,23.78,0.00138
29/04/2015,19:00:00,0.587,0.02802,0.02185,33.06,0.002
29/04/2015,20:00:00,0.669,0.03707,0.01525,43.35,0.00278
29/04/2015,21:00:00,0.714,0.04085,0.00812,36.94,0.003
29/04/2015,22:00:00,0.826,0.03988,0.00617,36.3,0.00213
29/04/2015,23:00:00,0.896,0.04273,0.00312,39.22,0.002
30/04/2015,0:00:00,0.802,0.03955,0.00382,44.1,0.002
30/04/2015,1:00:00,0.6,0.02972,0.00912,34.63,0.002
30/04/2015,2:00:00,0.573,0.02575,0.01148,29.88,0.00195
30/04/2015,3:00:00,0.671,0.03623,0.00333,38.23,0.0025
30/04/2015,4:00:00,0.634,0.03188,0.0065,46.3,0.00388
30/04/2015,5:00:00,0.592,0.03255,0.00327,49.54,0.00335
30/04/2015,6:00:00,0.76,0.0315,0.00308,44.79,0.00293
30/04/2015,7:00:00,1.731,0.03308,0.00305,77.52,0.00382
30/04/2015,8:00:00,2.104,0.04228,0.00422,68.14,0.00562
30/04/2015,9:00:00,1.569,0.04307,0.01203,79.42,0.00718
30/04/2015,10:00:00,0.92,0.031,0.02622,73.49,0.00413
30/04/2015,11:00:00,0.592,0.01967,0.04173,59.63,0.0029
30/04/2015,12:00:00,0.537,0.01967,0.05462,53.44,0.0027
30/04/2015,13:00:00,0.279,0.01197,0.0509,40.16,0.00205
30/04/2015,14:00:00,0.14,0.00867,0.04385,24.93,0.00193
30/04/2015,15:00:00,0.154,0.00927,0.04287,19.15,0.00168
30/04/2015,16:00:00,0.162,0.00908,0.04303,24.21,0.00202
30/04/2015,17:00:00,0.201,0.0115,0.03597,38.37,0.00175
30/04/2015,18:00:00,0.306,0.01498,0.03203,38.11,0.00182
30/04/2015,19:00:00,0.406,0.02012,0.02497,20.85,0.002
30/04/2015,20:00:00,0.351,0.01963,0.02222,29.57,0.00173
30/04/2015,21:00:00,0.299,0.01572,0.0241,26.58,0.00115
30/04/2015,22:00:00,0.304,0.01677,0.02147,17.38,0.00182
30/04/2015,23:00:00,0.263,0.01303,0.02317,21.56,0.00212
01/05/2015,0:00:00,0.281,0.01363,0.02222,15.45,0.00117
01/05/2015,1:00:00,0.306,0.01692,0.01785,24.03,0.00142
01/05/2015,2:00:00,0.292,0.01783,0.01787,17.74,0.00135
01/05/2015,3:00:00,0.409,0.02635,0.00703,19.83,0.00153
01/05/2015,4:00:00,0.519,0.02695,0.00505,20.19,0.002
01/05/2015,5:00:00,0.643,0.02652,0.0031,24.12,0.002
01/05/2015,6:00:00,0.659,0.0269,0.00313,21.26,0.00198
01/05/2015,7:00:00,0.919,0.02602,0.00442,24.64,0.00215
01/05/2015,8:00:00,1.244,0.03028,0.00503,37.13,0.00303
01/05/2015,9:00:00,1.308,0.0419,0.01422,53.86,0.00358
01/05/2015,10:00:00,0.771,0.02807,0.03387,53.35,0.00245
01/05/2015,11:00:00,0.449,0.01647,0.04268,37.63,0.002
01/05/2015,12:00:00,0.323,0.01192,0.05408,29.89,0.00198
01/05/2015,13:00:00,0.295,0.01125,0.0699,25.47,0.00197
01/05/2015,14:00:00,0.293,0.01152,0.07997,25.37,0.002
01/05/2015,15:00:00,0.244,0.01035,0.0763,31.12,0.00188
01/05/2015,16:00:00,0.138,0.0074,0.05403,25.77,0.0015
01/05/2015,17:00:00,0.142,0.00723,0.05058,17.39,0.00102
01/05/2015,18:00:00,0.175,0.00812,0.04393,24.33,0.00113
01/05/2015,19:00:00,0.198,0.0088,0.0445,28.86,0.00188
01/05/2015,20:00:00,0.205,0.01178,0.03462,20.47,0.00193
01/05/2015,21:00:00,0.296,0.01325,0.02797,32.78,0.00202
01/05/2015,22:00:00,0.297,0.01002,0.02898,34.61,0.00178
01/05/2015,23:00:00,0.268,0.00813,0.03222,27.01,0.00132
02/05/2015,0:00:00,0.276,0.00928,0.02795,17.47,0.0012
02/05/2015,1:00:00,0.216,0.00917,0.0294,22.42,0.00122
02/05/2015,2:00:00,0.228,0.00613,0.03032,14.35,0.00112
02/05/2015,3:00:00,0.234,0.00643,0.02945,18.09,0.001
02/05/2015,4:00:00,0.247,0.0066,0.02747,13.76,0.00105
02/05/2015,5:00:00,0.311,0.01067,0.02157,17.53,0.001
02/05/2015,6:00:00,0.361,0.01382,0.01747,17.55,0.001
02/05/2015,7:00:00,0.565,0.02103,0.01252,21.91,0.00102
02/05/2015,8:00:00,0.826,0.02753,0.01157,21.27,0.00162
02/05/2015,9:00:00,1.335,0.04158,0.01385,41.69,0.003
02/05/2015,10:00:00,0.92,0.02967,0.03315,46.61,0.00215
02/05/2015,11:00:00,0.536,0.01873,0.04247,49.03,0.00208
02/05/2015,12:00:00,0.352,0.01363,0.04733,41.78,0.002
02/05/2015,13:00:00,0.258,0.00883,0.04853,30.5,0.00115
02/05/2015,14:00:00,0.16,0.00682,0.04312,21.76,0.001
02/05/2015,15:00:00,0.159,0.00663,0.03855,22.85,0.001
02/05/2015,16:00:00,0.129,0.0065,0.03637,22.29,0.001
02/05/2015,17:00:00,0.112,0.00592,0.03412,19.95,0.001
02/05/2015,18:00:00,0.117,0.00683,0.03662,19.95,0.001
02/05/2015,19:00:00,0.142,0.01073,0.02915,17.18,0.00117
02/05/2015,20:00:00,0.188,0.01207,0.0228,19.78,0.00122
02/05/2015,21:00:00,0.243,0.0089,0.02547,22.59,0.00145
02/05/2015,22:00:00,0.258,0.00738,0.024,23.36,0.001
02/05/2015,23:00:00,0.267,0.01233,0.0178,24.09,0.0022
03/05/2015,0:00:00,0.257,0.013,0.01763,17.6,0.0024
03/05/2015,1:00:00,0.259,0.01323,0.01728,25.6,0.00237
03/05/2015,2:00:00,0.233,0.01322,0.0166,17.37,0.0024
03/05/2015,3:00:00,0.243,0.01168,0.018,18.03,0.00223
03/05/2015,4:00:00,0.268,0.0104,0.01857,15.35,0.00137
03/05/2015,5:00:00,0.346,0.01352,0.01708,17.81,0.00153
03/05/2015,6:00:00,0.494,0.01935,0.01133,18.45,0.00163
03/05/2015,7:00:00,0.651,0.02873,0.00558,15.86,0.00185
03/05/2015,8:00:00,0.545,0.02192,0.01817,21.07,0.00192
03/05/2015,9:00:00,0.345,0.01528,0.02805,12.01,0.00197
03/05/2015,10:00:00,0.09,0.0049,0.03,9.13,0.00138
03/05/2015,11:00:00,0.048,0.00435,0.03313,4.79,0.00108
03/05/2015,12:00:00,0.036,0.00448,0.03675,6.18,0.00152
03/05/2015,13:00:00,0.023,0.00417,0.04032,15.45,0.00125
03/05/2015,14:00:00,0.035,0.00537,0.043,16.98,0.00162
03/05/2015,15:00:00,0.059,0.0058,0.04945,12.75,0.00193
03/05/2015,16:00:00,0.051,0.00502,0.04773,12.53,0.00143
03/05/2015,17:00:00,0.044,0.00492,0.04343,13.97,0.00128
03/05/2015,18:00:00,0.049,0.00768,0.03617,12.08,0.00192
03/05/2015,19:00:00,0.072,0.00725,0.03708,12,0.00178
03/05/2015,20:00:00,0.102,0.00693,0.03523,27.6,0.00163
03/05/2015,21:00:00,0.146,0.00752,0.03105,24.69,0.00133
03/05/2015,22:00:00,0.177,0.0075,0.0294,19.78,0.00158
03/05/2015,23:00:00,0.172,0.01208,0.0221,15.74,0.00232
04/05/2015,0:00:00,0.133,0.00662,0.024,13.53,0.00162
04/05/2015,1:00:00,0.094,0.00725,0.0211,10.68,0.00123
04/05/2015,2:00:00,0.089,0.01507,0.01317,5.43,0.00253
04/05/2015,3:00:00,0.079,0.006,0.02023,6.1,0.0017
04/05/2015,4:00:00,0.112,0.0107,0.01472,6.13,0.00138
04/05/2015,5:00:00,0.208,0.01418,0.01322,7.36,0.00167
04/05/2015,6:00:00,0.655,0.02603,0.00343,10.82,0.0022
04/05/2015,7:00:00,1.532,0.0264,0.00325,28.23,0.0037
04/05/2015,8:00:00,1.863,0.03125,0.00428,45.14,0.00455
04/05/2015,9:00:00,1.102,0.03205,0.01188,39.94,0.0036
04/05/2015,10:00:00,0.283,0.01487,0.02608,28.81,0.0021
04/05/2015,11:00:00,0.061,0.00718,0.03113,23.42,0.00182
04/05/2015,12:00:00,0.038,0.00595,0.03547,14.12,0.00148
04/05/2015,13:00:00,0.055,0.00608,0.03728,18.8,0.00162
04/05/2015,14:00:00,0.035,0.00698,0.0372,16.05,0.00188
04/05/2015,15:00:00,0.037,0.00718,0.03692,14.4,0.00168
04/05/2015,16:00:00,0.046,0.00663,0.0391,18.32,0.002
04/05/2015,17:00:00,0.04,0.00793,0.03237,15.37,0.00192
04/05/2015,18:00:00,0.064,0.00888,0.0255,15.73,0.00212
04/05/2015,19:00:00,0.125,0.00783,0.02797,19.53,0.00198
04/05/2015,20:00:00,0.154,0.00893,0.02723,24.55,0.00192
04/05/2015,21:00:00,0.22,0.01067,0.03098,33.83,0.00152
04/05/2015,22:00:00,0.249,0.01065,0.02983,35.29,0.00185
04/05/2015,23:00:00,0.209,0.0088,0.02687,24.17,0.002
05/05/2015,0:00:00,0.196,0.01253,0.01997,23.2,0.00265
05/05/2015,1:00:00,0.174,0.00593,0.02367,23.79,0.00182
05/05/2015,2:00:00,0.178,0.01667,0.01353,18.48,0.00252
05/05/2015,3:00:00,0.222,0.01483,0.01143,16.24,0.00212
05/05/2015,4:00:00,0.267,0.01567,0.00963,16.32,0.00192
05/05/2015,5:00:00,0.318,0.01893,0.00625,18.61,0.002
05/05/2015,6:00:00,0.636,0.02308,0.00313,21.37,0.00228
05/05/2015,7:00:00,1.228,0.02352,0.00322,34.43,0.00332
05/05/2015,8:00:00,1.325,0.02477,0.00427,52.44,0.00392
05/05/2015,9:00:00,1.141,0.02748,0.00947,42.58,0.0032
05/05/2015,10:00:00,0.732,0.02647,0.0202,43.39,0.003
05/05/2015,11:00:00,0.661,0.02923,0.0327,44.56,0.00292
05/05/2015,12:00:00,0.193,0.01047,0.0394,35.84,0.00192
05/05/2015,13:00:00,0.129,0.00715,0.03392,25.4,0.00185
05/05/2015,14:00:00,0.106,0.00593,0.03365,18.38,0.00187
05/05/2015,15:00:00,0.092,0.00647,0.02807,14.87,0.00178
05/05/2015,16:00:00,0.076,0.00495,0.02585,15.12,0.00173
05/05/2015,17:00:00,0.091,0.0068,0.0291,14.91,0.002
05/05/2015,18:00:00,0.142,0.00707,0.02802,18.91,0.00193
05/05/2015,19:00:00,0.171,0.00818,0.02247,21.06,0.002
05/05/2015,20:00:00,0.198,0.01015,0.02303,33.45,0.002
