Pais_comprador,Regiones,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
Oceanía,( Blank ),176969,176835,224596,223204,389116,682600,532071,374446,339897,710373,407563,1034230,680564,701402,755325,1340457,722550,691036,1621623,1200910,644148,1078665,887250,723906,482766,394465,890178,667268,431818,468774,1060307,921090,1185599,751575,632737,445896,410199,1197224,346096,582360,494712,464492,827056,1258260,513220,689430,469460,571820,379090,489761,810765,727953,611742,1027660,1244497,954966,709495,900924,535927,740346,921024,627247,1163875,901362,1460987,1048386,313847,434339,330089,287156,283451,1310237,919175,1214465,947998,1187273,2090703,997044,1914797,1818018,973270,943825,913985,773889,621084,2585294,4417135,4583433,1736001,1650123,2529664,5413428,2013054,1509852,681436,948244,2043625,1299075,1438867,1032773,1751044,1191306,1084572,2248947,1714117,1793263,697073,1778151,1292300,734683,1030992,1706408,1777692,832245,2301021,1060631,895010,897584,794055,796935,685021,463345,1007847,1989214,379426,883953,845967,1291923,937105,817209,388129,1543078,4473863,5131607,4318804,13001841,10400880,7481657,4009756,375867175
Oceanía,Regiones,1774595,1892777,2315104,1526621,3084521,4525329,2161315,2576359,2682699,4488506,3489719,5908340,6342974,4286434,5959745,5265732,5264759,5731243,6005214,5915754,5277297,7839767,6933584,8511156,7332556,5750980,5272442,6805348,5613084,7772807,6300177,6385558,5151167,4798491,8657213,7417044,7404285,6090373,6082688,5743318,5640349,5920756,4617349,6212378,6406814,3865667,5768905,7123068,7016587,3057911,5166400,5201711,3257032,4854312,6176486,5941209,11327105,14876667,7347765,11955578,10283774,8251946,8627380,10691196,12066663,14690273,11084421,3567441,10457160,8178253,4279223,8172508,16071730,17632446,16731134,14893043,16947026,19518509,25760851,22056527,24390718,14879308,22926497,28376329,19071380,15144379,23039238,18851927,16096435,24104605,19191062,22755660,13828614,15871699,8276083,8842572,7802539,8878272,9821764,9735698,10136254,9268460,10009794,9092126,10311160,10138084,8268934,11545433,5758608,5931718,5639352,10940325,7394689,24447744,22665913,10779250,14451396,18331161,11929347,18027730,14215466,7838782,17247076,6033653,9828388,15812348,8382433,10401297,13652432,11978575,11587941,7702614,19998334,14358066,12249037,17878859,15584861,34816542,16224010,1626324825
América del Norte,Altos Sur,1370564,1714307,3991886,1618561,3328736,2411043,3501072,2471016,1816332,3230831,2679612,2021836,2681964,2234659,2740789,2855226,2576752,2813758,2749239,2882407,2485376,2519239,2014159,1160461,4963009,2139608,2521594,1928170,2810775,2636737,2413910,3482408,3930014,3782241,1428118,2525195,2199487,2009559,1521694,1176978,3311370,2051640,2305316,2323796,4027841,3016599,2396168,3019881,2586483,1909573,4082672,5155737,4367053,5595618,4067096,4930936,4322053,4390674,5357951,6334879,3427117,3258809,4472782,3295025,3195300,5154605,4338482,3904809,2812608,2678346,3040881,3558034,2944014,4098068,5154930,5118931,4446521,3621133,5742257,4715445,4206641,4004219,3168488,1783585,2897448,5788006,3073350,4482393,4547147,2194521,3010303,2966463,2086150,2549377,3160978,2768970,2705496,2846764,4188573,3552062,3470349,4440156,3424606,4403181,4256442,6757072,8786486,6386114,5431921,8382645,5688784,4146032,3953576,3439728,3922967,3321035,4748082,3522907,5164717,2507541,2814610,3315402,4267985,4981477,5095041,6945294,10493560,5913777,6696527,6625370,6335317,4923509,4439373,6006117,7506602,5425429,5693512,8907542,7979531,532371982
América del Norte,Centro,368103474,355899115,389983833,337783509,429837752,374741684,321568372,369086863,384915392,431018396,364159237,377163697,381194540,357120115,421829923,382222256,1575299251,391883582,415668731,442835135,398758209,469201275,379901317,416012224,444023433,413509770,466157733,436374522,384277628,408244398,391278413,348847117,419285658,376856480,345072804,322621535,215183291,215173719,332307087,285743262,259640596,314383507,272304388,254114507,372546072,307810829,313460656,374794935,256896896,279014734,364498207,279625722,306313593,346531702,306226038,370407987,324107600,404322780,361598558,398937703,333000095,333600900,368690043,348479508,366732275,336172143,339715579,335752536,395528749,375178566,386251834,416974584,396190470,399381761,596952582,538016277,510305387,538313468,486677271,544130018,517897776,644183435,575410696,636550034,467078997,492951592,554967312,560033894,576421980,579352677,594053371,594575515,612094178,666538966,625968626,737352573,495492873,591354542,643405447,831699946,746038607,789896428,864123050,820372980,1418392312,1062098310,864265475,1064610558,732118620,819376674,794014292,935759465,827720733,905548334,1104080736,919048158,960578964,1013943579,991778289,1095654492,1024672242,1040538546,1003515178,1053487772,1007515188,992232892,969524622,1027427442,943468456,973947804,986232199,1005723197,912377352,938192743,1115613532,938536258,1104396370,1061010892,1089019056,81068961354
América del Norte,Valles,443443,777127,770446,1293691,1411333,1576342,1297335,1955476,1524543,581357,1000722,621569,337604,487717,930462,753654,1218949,583201,789473,1477242,630600,420189,1189525,579605,931076,542727,856192,1887552,1777700,1454488,3370003,3103284,1310268,2425071,2902841,3168561,3528028,2014700,2813297,2351056,1942641,4813383,2850689,1253308,1783278,3712670,2520482,2147002,1314415,2163168,3576931,3228168,3845061,4559684,3818318,5397837,4279830,3941220,4142848,6201724,5589271,5147719,4942201,3183840,4396134,3332775,2823283,3925027,3323835,2708905,2880393,4172689,4790130,5762867,6796901,7197345,6163445,4193334,4455467,3654501,3385627,4223744,4355685,3783985,4133746,3208710,3961932,5132543,4392187,4535194,3416300,3934261,3701584,4209168,4476268,5231601,4693294,4275188,5237091,6041191,4574417,4923910,4486402,3885618,4290062,4041722,3872242,3869556,3175279,4624253,5484225,5182326,4380421,5618839,5200995,4075702,3528355,4575431,4475594,4545465,4268073,3955141,4759312,5290421,6341639,5636251,6068292,5623432,6741752,6759485,5308244,6398004,5398834,3965365,4977064,5225971,7786629,7177151,5888273,496730570
América del Norte,Sur,444792,343393,546259,377520,481456,377081,462112,371512,480010,317801,358833,236072,395721,348653,412556,371844,267835,195879,91790,65929,107687,551669,304198,553893,712321,647086,540444,331064,360740,248882,150407,50382,98372,219366,264967,721191,711702,603160,410510,156765,52533,106712,180955,190742,752172,1073251,1177423,642166,874395,743330,1151827,1022670,851658,1798899,1459623,1054174,703592,651405,551513,968258,787829,876575,1216686,841617,820386,1511822,1438383,784467,548458,785003,1432546,888500,1015239,1304592,1024234,908379,674394,412139,316632,297702,638295,1322792,1046284,1209292,1167071,1098562,1314928,1009811,1027330,683422,918255,1791841,632240,2182773,5455700,2145033,616580,1527335,1176325,1254084,1215349,1018390,245908,323853,323980,349099,921830,1481751,1458907,844292,571268,732698,508530,230157,299275,450124,745843,522573,1062438,1137379,822607,1588166,1787000,1652239,737121,1097219,558708,1381356,839177,838894,1254380,1356034,649353,2495769,1531456,1329150,1292157,970306,1146433,114573846
América del Norte,Sierra de Amula,0,0,0,0,0,1344930,1037475,0,0,0,0,0,450231,127239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107897,17125,0,0,0,0,1506,3421,0,22275,0,0,0,11589,7450,0,22248,19867,16415,1568,0,10004,2082,8179,0,10477,5902,2681,19096,0,21936,5668,0,32655,0,21042,0,0,2677,0,27122,25778,25622,7591,0,18857,23745,0,2130,6072,41498,27785,9415,30298,16711,6867,76562,48186,0,39986,28394,1014,55297,38446,4792,43275,49498,45506,18719,43196,31889,24370,1310,43634,40782,37689,24061,33559,47798,51495,33586,23250,24312,25166,1990,40225,30338,54288,26432,28063,15880,151151,40292,39279,61211,19309,68663,34173,74294,24311,35809,69062,27400,5381056
América del Norte,Sierra Occidental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336837,325606,284839,458454,336133,98133,206890,92778,375049,219200,145263,352980,338036,366630,216876,21587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185211,205126,184501,152224,164221,163801,184408,99160,60475,37439,11855,69310,191496,158053,206002,129323,153789,170189,281076,63541,38926,31984,22362,120155,185618,137567,198510,142101,147378,142593,131743,118415,91066,112611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8667516
América del Norte,Ciénega,28460857,25581903,24080264,20778451,18024689,14341711,11811093,14991644,9611583,19457641,34633837,32640767,37789011,37230674,28613001,34874178,35493053,17853795,12046827,11488297,12948303,15954770,39529648,47692988,39577410,35861786,28977583,40742718,37042610,21229793,13940818,9402783,14799740,15443074,36669439,48527839,43871820,49224940,42174493,31802214,41813419,25346268,7184244,6247408,8356468,16736769,54783050,42808709,31217211,46984047,53359890,44651323,50517182,24179492,9590914,10116742,7636113,12643714,47745895,58409926,33305541,52883814,60119942,62119680,60900208,23291086,10643817,15772763,9405436,19505427,79676599,56872473,79544005,74135356,69609346,72825111,97955224,20732099,6470367,7912111,7077831,34945837,72052657,87070247,76312561,76422327,72275742,89439023,76967959,26148153,12816271,10344646,9127963,39738882,72862323,97395340,70856745,101076015,107246668,77269420,100410470,18680092,7454739,7123580,8675289,41312304,82413413,115036778,83746030,110757223,115736418,117838477,94690600,26303927,4668312,8356442,12901797,60735246,133956895,158391393,110324927,137468668,205245597,132735419,126065793,61205722,5844263,6708287,10908879,31230641,123018841,148567192,124935135,166777898,227412514,178399142,142566679,19221548,4849518,7099349830
América del Norte,Costa Sur,352176,468842,855859,635300,124806,0,0,10200,0,0,0,252819,360283,371672,558788,410499,182568,61788,94752,67836,0,8232,88788,378608,671217,613977,947502,611529,127259,121668,161892,137916,67152,300163,349356,619615,972440,1130474,1648377,1004222,389250,315074,313585,172738,30605,56785,403291,447078,250135,664444,572967,883809,397732,206326,166398,113388,76501,175136,193917,488345,799761,808364,939856,774523,556614,160056,145164,70668,65183,206078,137095,211003,444757,426342,492779,461811,249640,14706,14760,13578,7068,14982,37093,120824,256294,188713,496743,465588,114890,49230,40651,13290,6520,0,17275,92519,33703,127952,194918,434735,29005,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30843805
América del Norte,Norte,78953,40235,39658,38234,77164,118252,118260,79131,40240,82073,36550,41632,42520,42043,40113,80782,124059,42316,40746,119282,80563,41085,78153,40661,79025,78970,39042,73685,44407,86176,129673,144435,201663,103797,154084,83148,571688,35434,2233701,1355364,537152,1168788,1091086,269314,733987,386283,610177,122136,623146,933029,806325,414186,772651,184553,358585,655713,146999,814380,969592,87523,588107,2850466,3716953,2007571,5044000,3180906,1077194,952963,1176905,3227483,247004,1401947,210238,193097,7711,85353,211822,174818,246370,213646,217768,265812,182119,82745,230067,40196,330235,143883,284496,286952,265658,293799,130215,545472,191342,135658,309035,195575,323444,391363,400184,286062,451183,410595,183223,243089,445343,580964,391914,412676,709762,356108,124080,102497,194262,169829,154088,230910,33838,42282,117735,111262,74954,1050969,167706,34416,1445952,3163807,4309498,2966127,3275052,2873469,3592884,3083162,2752294,2635701,4164083,3803070,2830201,98698220
América del Norte,Costa Norte,36030299,30095193,43371666,33460134,42173986,38652157,36647656,50229294,37603391,47662805,33786864,37570181,40586419,39231110,42003434,48092169,40880389,41730522,49799232,41596329,35950904,43954013,13040062,11967021,7529907,0,0,0,0,9285,0,23070,0,0,0,0,0,0,0,0,0,3667,1,0,16169,41787,166448,113925,40626,32141,265218,0,8468,173541,410273,5,4000,537,0,0,450,730,7801,135804,525,255354,268952,138915,1141,834,240,3273,105,175,117,130,92,0,0,0,0,0,0,404956,0,125572,0,2700,0,0,0,79023,0,33367,0,0,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926421371
América del Norte,Sureste,1177800,987700,2200277,1604319,1324070,1040410,1155840,125155,0,0,0,0,0,0,0,0,0,0,0,0,0,37377,1037201,1359695,169910,384905,405690,499925,823127,606021,373450,480900,160599,334478,829491,782307,914052,329103,440812,684580,819361,1421808,1542353,986524,780565,352223,376587,572985,814426,736007,876465,1917553,2459021,2790267,57600,4513609,7716303,14099031,15779261,10923325,3682330,3038978,4511068,5072176,3590651,1608964,2219768,3677177,6586068,4174802,596057,1576315,1652906,3012612,4465112,3900550,1107209,5906179,11375991,2741707,720623,1301932,1134909,1474738,1586468,2336432,1672279,2591960,2287112,1956757,2809403,1750239,4514901,4166760,1402538,2659826,1977091,2011967,859266,1011402,623829,33459,60186,0,0,6064,302378,957844,863986,922881,615090,700581,552867,380443,199007,1052173,1297299,45760,0,0,0,0,0,0,0,0,8579320,13580737,2832088,0,437676,170365,844070,385959,0,37963,625534,695561,2048432,243379239
