,Pais_vendedor,industria,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio
32,América del Norte,Agricultura y Silvicultura,8572891.0,26464878.0,27264853.0,19148995.0,25487703.0,21819327.0,20171329.0,31379402.0,24303987.0,21724070.0,28716012.0,45512127.0,19943654.0,20352701.0,56689654.0,24450344.0,22466378.0,17151996.0,20008364.0,31184658.0,26339601.0,52683296.0,39593161.0,41331281.0,12960160.0,18404069.0,61082711.0,18453997.0,13332909.0,22552266.0,11531007.0,23600055.0,28473384.0,44315469.0,40783073.0,77969292.0,14617598.0,20389798.0,21780584.0,27520686.0,22880482.0,25276248.0,28897300.0,23948978.0,41343546.0,53867603.0,60326853.0,69759323.0,12737585.0,15492159.0,29205108.0,27774377.0,27143274.0,30383258.0,29104799.0,28500549.0,16735006.0,35330977.0,32191144.0,37000075.0,19464913.0,32997566.0,29485557.0,41616191.0,29496509.0,55334956.0,44595066.0,40698502.0,40019748.0,55880123.0,57863284.0,59627783.0,19650180.0,53089323.0,28530804.0,40051678.0,40456552.0,37489240.0,41214193.0,39754599.0,47974313.0,50072152.0,64827863.0,68502188.0,31872354.0,57056368.0,99649374.0,0.0,113772658.0,81197643.0,85046016.0,103535120.0,102975611.0,114211585.0,126300495.0,131144559.0,94212040.0,81356171.0,134492398.0,155963572.0,167581166.0,113477207.0,175915612.0,162967926.0,60392637.0,195327531.0,154837475.0,90374332.0,86918205.0,92657390.0,86644993.0,98266389.0,79079440.0,83544865.0,126323610.0,108640203.0,57980254.0,127922237.0,82573369.0,135559708.0,50164626.0,120225829.0,185321776.0,193033905.0,81858156.0,72380856.0,85895011.0,89058102.0,108375635.0,169450021.0,132627424.0,172479092.0,88861742.0,104374374.0,194788918.0,174389141.0,160899257.0,127456053.0,135945694.0,157438730.0,174321874.0,220245152.0,188239200.0,190113484.0,140502044.0,210878044.0,133103980.0,199990182.0,105010952.0,97064142.0,134589528.0,135925725.0,122540902.0,241984180.0,160207864.0,151857397.0,156900313.0,145304789.0,119592116.0,166580802.0,129447869.0,101766979.0,95233443.0,64194621.0,66629813.0,204167808.0,124164404.0,91056066.0,27515583.0,50246360.0,34431519.0,91485354.0,59657808.0,47209424.0,51143854.0,62386413.0,50735249.0,51601371.0,33592769.0,42153150.0,38884922.0,60523591.0,32828475.0,58623314.0,43796131.0,54370628.0,41951229.0,45711894.0,54890741.0,46043163.0,57592410.0,43046780.0,29254325.0,43563682.0,39354666.0,61260290.0,62409626.0,53956319.0,48573276.0,39418013.0,63892241.0,58555482.0,69402043.0,69985432.0,23537750.0,86485748.0,105036019.0,103655145.0,87197449.0,68101961.0,49537940.0
33,América del Norte,Servicios y Productos no Clasificados,7313903.0,6846046.0,57754091.0,21590980.0,18998744.0,7964805.0,11585605.0,10911662.0,4428189.0,7177916.0,7094999.0,20187718.0,3690006.0,16080680.0,2995337.0,328113.0,498233.0,2056197.0,1210217.0,1529221.0,467207.0,712475.0,1650182.0,1096049.0,219711.0,147818.0,37379.0,114608.0,32745.0,75686.0,164762.0,847625.0,734123.0,910136.0,480499.0,472096.0,861337.0,54211.0,161299.0,586864.0,442822.0,40792.0,219515.0,68638.0,2521538.0,1356293.0,880189.0,352722.0,214800.0,175937.0,2074648.0,602944.0,1556883.0,3037533.0,1459263.0,1390200.0,6987522.0,2123379.0,6738158.0,8095955.0,7386815.0,6672204.0,7242970.0,7181188.0,7542678.0,3114705.0,6714228.0,6207892.0,3768406.0,4677798.0,4142450.0,1896513.0,396975.0,381900.0,728488.0,786281.0,1538034.0,2083020.0,697222.0,2325859.0,503006.0,1411810.0,2517040.0,2379459.0,4826012.0,9401499.0,8002384.0,0.0,2379512.0,2496515.0,7203341.0,7277798.0,5010309.0,4908000.0,4605857.0,3705343.0,9144746.0,9396437.0,18963294.0,10172960.0,12599682.0,10601205.0,6810890.0,9349065.0,6780458.0,14848773.0,5691726.0,18382199.0,5774169.0,10815600.0,13308355.0,12743108.0,12205587.0,7690943.0,10483785.0,9843839.0,8419250.0,15654517.0,9150835.0,10797893.0,8521017.0,9465697.0,12967818.0,10604954.0,11200987.0,12863677.0,14712290.0,14959003.0,20398600.0,16521168.0,13179095.0,15969585.0,12346329.0,11939937.0,16753841.0,21051489.0,25718501.0,23653398.0,20061469.0,26051894.0,20951413.0,19180923.0,29015408.0,22336211.0,27574421.0,32578848.0,29066054.0,28096550.0,30746862.0,29657480.0,34142904.0,55184529.0,34857326.0,36129510.0,32014054.0,32903081.0,44048317.0,30409089.0,30762725.0,32317481.0,37082356.0,27643614.0,41180736.0,40760895.0,42246007.0,47111456.0,27568741.0,22891241.0,18590428.0,18343716.0,22731996.0,22394429.0,28310799.0,30292645.0,25139956.0,37927184.0,21150654.0,29164643.0,21356642.0,27683202.0,24718650.0,27491887.0,35017883.0,32009041.0,37944948.0,31834348.0,34970841.0,33201386.0,37610422.0,36146287.0,31478859.0,56413785.0,29996176.0,33563561.0,34439422.0,35554146.0,37173038.0,39461251.0,39909240.0,39493271.0,40648744.0,34861269.0,35127362.0,36403316.0,39585951.0,32473543.0,39902184.0,39646224.0,36061619.0,47117487.0,47241155.0
34,América del Norte,"Ganadería, Apicultura, Caza, Pesca",6500.0,51200.0,46960.0,314776.0,78476.0,486685.0,420422.0,268558.0,437387.0,315087.0,165481.0,445653.0,171308.0,293928.0,285304.0,143543.0,497845.0,289136.0,492418.0,364740.0,336526.0,558294.0,514146.0,439263.0,431280.0,118080.0,766823.0,144956.0,180048.0,392753.0,137723.0,170430.0,467998.0,45391.0,502345.0,731880.0,243869.0,643513.0,193799.0,432719.0,891133.0,294048.0,198409.0,918582.0,128439.0,818914.0,52252.0,286001.0,4277.0,3545.0,13182.0,41651.0,2448.0,2621.0,2068.0,18402.0,56825.0,87584.0,55543.0,16182.0,174450.0,388950.0,235788.0,88957.0,348168.0,292033.0,122756.0,433813.0,389396.0,182358.0,281557.0,187541.0,299719.0,159813.0,538446.0,92999.0,402000.0,26704.0,75827.0,196479.0,205214.0,565250.0,335774.0,80373.0,392065.0,33120.0,371560.0,0.0,33735.0,280082.0,66909.0,370486.0,385007.0,250050.0,131223.0,321073.0,766042.0,594924.0,69598.0,369166.0,137859.0,381964.0,504423.0,105087.0,135742.0,633571.0,413994.0,155961.0,368128.0,91005.0,535395.0,366539.0,1102332.0,31120.0,849164.0,1085734.0,1730885.0,630064.0,203833.0,352020.0,871080.0,1961660.0,823247.0,1356173.0,730502.0,788021.0,1017298.0,420900.0,493096.0,663081.0,812498.0,478581.0,10400.0,853031.0,1058000.0,279752.0,204533.0,312072.0,525055.0,409015.0,967763.0,781184.0,761558.0,174580.0,27800.0,409558.0,368105.0,335622.0,709812.0,1856.0,93925.0,356281.0,169775.0,287093.0,46652.0,9692.0,146334.0,520837.0,116461.0,565307.0,749795.0,221695.0,598023.0,82880.0,391048.0,537721.0,36980.0,1290846.0,900.0,0.0,900.0,0.0,0.0,0.0,0.0,4150.0,2300.0,0.0,0.0,0.0,0.0,4228.0,0.0,0.0,1256.0,0.0,0.0,0.0,0.0,5480.0,1968.0,0.0,0.0,37557.0,54094.0,28515.0,23884.0,15000.0,9121.0,7298.0,21961.0,34936.0,58226.0,60140.0,42360.0,26578.0,8915.0,18571.0,9845.0,2348.0,4130.0
35,América del Norte,( Blank ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592409104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,otro,Industrias Manufactureras,559379.0,1029768.0,339666.0,200410.0,54158.0,258014.0,319318.0,534373.0,218169.0,573521.0,470268.0,95795.0,292353.0,336363.0,54958.0,3515652.0,509861.0,251276.0,185125.0,317924.0,507633.0,298870.0,115228.0,532825.0,517.0,2879.0,13025.0,19633.0,3710.0,1889.0,983.0,2060.0,2158.0,1082865.0,235975.0,499854.0,231846.0,191005.0,331629.0,263233.0,363102.0,616923.0,415771.0,63225.0,183303.0,419567.0,853289.0,507850.0,0.0,0.0,0.0,0.0,0.0,19388.0,268.0,0.0,552.0,0.0,4133.0,2896.0,0.0,0.0,0.0,2337.0,4285.0,0.0,0.0,15246.0,87518.0,8537.0,1785.0,1788.0,0.0,21848.0,10.0,0.0,0.0,46128.0,0.0,0.0,0.0,0.0,0.0,0.0,4645.0,32878.0,58176.0,0.0,60542.0,10607.0,55208.0,0.0,27693.0,6395.0,52005.0,19794.0,17537.0,66449.0,58641.0,54526.0,98784.0,20949.0,52258.0,57035.0,1433.0,313172.0,41164.0,37946.0,0.0,0.0,34201.0,0.0,1177.0,0.0,1696.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255384.0,10.0,0.0,58.0,0.0,0.0,0.0,30.0,0.0,1410.0,110208.0,0.0,36.0,5750.0,0.0,0.0,0.0,0.0,477.0,603734.0,0.0,0.0,26800.0,0.0,1000.0,17040.0,0.0,150.0,1204.0,0.0,292.0,0.0,0.0,0.0,0.0,19402.0,0.0,0.0,0.0,0.0,4792.0,476.0,0.0,37009.0,6.0,0.0,0.0,750.0,0.0,0.0,0.0,1093.0,0.0,0.0,1200.0,7170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67579.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,12837.0,3072.0,5.0,0.0,1000.0,397.0,0.0,37.0,0.0,0.0,1340.0,1936.0,0.0
37,otro,Industrias Extractivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,otro,Agricultura y Silvicultura,36.0,0.0,0.0,0.0,0.0,51040.0,10602.0,0.0,0.0,2870.0,0.0,1643.0,0.0,0.0,18744.0,0.0,0.0,0.0,0.0,0.0,0.0,9116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40568.0,0.0,1680.0,0.0,0.0,0.0,17250.0,0.0,0.0,0.0,0.0,0.0,169402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27650.0,30164.0,0.0,28577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,otro,Servicios y Productos no Clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,386100.0,0.0,2273700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,909230.0,0.0,357870.0,1073611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456300.0,1863225.0,146277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,510.0,611.0,0.0,1895.0,448512.0,0.0,0.0,2595571.0,303557.0,0.0,0.0,0.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,94.0,455.0,14.0,0.0,318.0,11.0,5.0,220.0,235.0,805.0,215.0,15.0,0.0,0.0,0.0,0.0,260.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,50.0,0.0,4.0,0.0,0.0,0.0,46.0,0.0
40,otro,"Ganadería, Apicultura, Caza, Pesca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,otro,( Blank ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
