,Pais_comprador,Industria,Año,Mes,Monto
6225,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2008,Noviembre,28325.0
6226,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2008,Diciembre,14601.0
6227,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Enero,21600.0
6228,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Febrero,14570.0
6229,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Marzo,32907.0
6230,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Abril,48285.0
6231,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Mayo,52219.0
6232,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Junio,49986.0
6233,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Julio,38235.0
6234,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Agosto,0.0
6235,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Septiembre,12976.0
6236,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Octubre,29975.0
6237,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Noviembre,41009.0
6238,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2009,Diciembre,130628.0
6239,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Enero,0.0
6240,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Febrero,35928.0
6241,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Marzo,67329.0
6242,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Abril,71831.0
6243,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Mayo,468756.0
6244,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Junio,60691.0
6245,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Julio,62000.0
6246,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Agosto,0.0
6247,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Septiembre,47326.0
6248,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Octubre,34263.0
6249,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Noviembre,42060.0
6250,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2010,Diciembre,0.0
6251,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Enero,294334.0
6252,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Febrero,210526.0
6253,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Marzo,305542.0
6254,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Abril,27000.0
6255,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Mayo,213874.0
6256,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Junio,0.0
6257,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Julio,36488.0
6258,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Agosto,0.0
6259,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Septiembre,83946.0
6260,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Octubre,120146.0
6261,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Noviembre,132196.0
6262,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2011,Diciembre,255273.0
6263,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Enero,410946.0
6264,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Febrero,1660062.0
6265,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Marzo,611464.0
6266,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Abril,643324.0
6267,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Mayo,674485.0
6268,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Junio,457819.0
6269,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Julio,258143.0
6270,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Agosto,85090.0
6271,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Septiembre,18480.0
6272,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Octubre,207720.0
6273,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Noviembre,72476.0
6274,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2012,Diciembre,96638.0
6275,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Enero,12598.0
6276,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Febrero,15674.0
6277,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Marzo,150090.0
6278,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Abril,318443.0
6279,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Mayo,61716.0
6280,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Junio,0.0
6281,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Julio,0.0
6282,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Agosto,0.0
6283,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Septiembre,0.0
6284,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Octubre,0.0
6285,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Noviembre,33528.0
6286,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2013,Diciembre,79081.0
6287,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Enero,69783.0
6288,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Febrero,0.0
6289,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Marzo,0.0
6290,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Abril,0.0
6291,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Mayo,40000.0
6292,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Junio,0.0
6293,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Julio,0.0
6294,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Agosto,0.0
6295,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Septiembre,0.0
6296,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Octubre,0.0
6297,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Noviembre,12518.0
6298,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2014,Diciembre,271254.0
6299,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Enero,0.0
6300,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Febrero,158579.0
6301,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Marzo,0.0
6302,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Abril,94500.0
6303,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Mayo,0.0
6304,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Junio,0.0
6305,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Julio,0.0
6306,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Agosto,0.0
6307,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Septiembre,0.0
6308,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Octubre,0.0
6309,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Noviembre,101865.0
6310,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2015,Diciembre,0.0
6311,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Enero,0.0
6312,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Febrero,283954.0
6313,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Marzo,151757.0
6314,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Abril,153025.0
6315,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Mayo,383.0
6316,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Junio,62687.0
6317,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Julio,205.0
6318,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Agosto,600.0
6319,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Septiembre,50297.0
6320,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Octubre,350.0
6321,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Noviembre,109747.0
6322,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016,Diciembre,150.0
6323,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Enero,62375.0
6324,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Febrero,182892.0
6325,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Marzo,552.0
6326,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Abril,50.0
6327,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Mayo,89740.0
6328,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Junio,240.0
6329,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017,Julio,285.0
6330,otros,Industrias Manufactureras,2000,Enero,1781092.0
6331,otros,Industrias Manufactureras,2000,Febrero,2235656.0
6332,otros,Industrias Manufactureras,2000,Marzo,1347445.0
6333,otros,Industrias Manufactureras,2000,Abril,1491706.0
6334,otros,Industrias Manufactureras,2000,Mayo,1650799.0
6335,otros,Industrias Manufactureras,2000,Junio,1706137.0
6336,otros,Industrias Manufactureras,2000,Julio,3732470.0
6337,otros,Industrias Manufactureras,2000,Agosto,540218.0
6338,otros,Industrias Manufactureras,2000,Septiembre,1387179.0
6339,otros,Industrias Manufactureras,2000,Octubre,2848959.0
6340,otros,Industrias Manufactureras,2000,Noviembre,1069240.0
6341,otros,Industrias Manufactureras,2000,Diciembre,2556445.0
6342,otros,Industrias Manufactureras,2001,Enero,4201102.0
6343,otros,Industrias Manufactureras,2001,Febrero,756493.0
6344,otros,Industrias Manufactureras,2001,Marzo,890174.0
6345,otros,Industrias Manufactureras,2001,Abril,393419.0
6346,otros,Industrias Manufactureras,2001,Mayo,1898847.0
6347,otros,Industrias Manufactureras,2001,Junio,1498769.0
6348,otros,Industrias Manufactureras,2001,Julio,1896484.0
6349,otros,Industrias Manufactureras,2001,Agosto,654229.0
6350,otros,Industrias Manufactureras,2001,Septiembre,3000355.0
6351,otros,Industrias Manufactureras,2001,Octubre,1028776.0
6352,otros,Industrias Manufactureras,2001,Noviembre,14023798.0
6353,otros,Industrias Manufactureras,2001,Diciembre,1349864.0
6354,otros,Industrias Manufactureras,2002,Enero,707933.0
6355,otros,Industrias Manufactureras,2002,Febrero,1030402.0
6356,otros,Industrias Manufactureras,2002,Marzo,1707187.0
6357,otros,Industrias Manufactureras,2002,Abril,661707.0
6358,otros,Industrias Manufactureras,2002,Mayo,1690839.0
6359,otros,Industrias Manufactureras,2002,Junio,1137878.0
6360,otros,Industrias Manufactureras,2002,Julio,759592.0
6361,otros,Industrias Manufactureras,2002,Agosto,490587.0
6362,otros,Industrias Manufactureras,2002,Septiembre,532451.0
6363,otros,Industrias Manufactureras,2002,Octubre,1022633.0
6364,otros,Industrias Manufactureras,2002,Noviembre,1091902.0
6365,otros,Industrias Manufactureras,2002,Diciembre,1276264.0
6366,otros,Industrias Manufactureras,2003,Enero,1846137.0
6367,otros,Industrias Manufactureras,2003,Febrero,809932.0
6368,otros,Industrias Manufactureras,2003,Marzo,1173173.0
6369,otros,Industrias Manufactureras,2003,Abril,955470.0
6370,otros,Industrias Manufactureras,2003,Mayo,1841161.0
6371,otros,Industrias Manufactureras,2003,Junio,899388.0
6372,otros,Industrias Manufactureras,2003,Julio,499198.0
6373,otros,Industrias Manufactureras,2003,Agosto,918842.0
6374,otros,Industrias Manufactureras,2003,Septiembre,669685.0
6375,otros,Industrias Manufactureras,2003,Octubre,1472312.0
6376,otros,Industrias Manufactureras,2003,Noviembre,1281645.0
6377,otros,Industrias Manufactureras,2003,Diciembre,2233249.0
6378,otros,Industrias Manufactureras,2004,Enero,645817.0
6379,otros,Industrias Manufactureras,2004,Febrero,402506.0
6380,otros,Industrias Manufactureras,2004,Marzo,638122.0
6381,otros,Industrias Manufactureras,2004,Abril,786328.0
6382,otros,Industrias Manufactureras,2004,Mayo,804081.0
6383,otros,Industrias Manufactureras,2004,Junio,258032.0
6384,otros,Industrias Manufactureras,2004,Julio,684709.0
6385,otros,Industrias Manufactureras,2004,Agosto,386814.0
6386,otros,Industrias Manufactureras,2004,Septiembre,458300.0
6387,otros,Industrias Manufactureras,2004,Octubre,268191.0
6388,otros,Industrias Manufactureras,2004,Noviembre,658101.0
6389,otros,Industrias Manufactureras,2004,Diciembre,707695.0
6390,otros,Industrias Manufactureras,2005,Enero,630869.0
6391,otros,Industrias Manufactureras,2005,Febrero,471035.0
6392,otros,Industrias Manufactureras,2005,Marzo,867401.0
6393,otros,Industrias Manufactureras,2005,Abril,341426.0
6394,otros,Industrias Manufactureras,2005,Mayo,538675.0
6395,otros,Industrias Manufactureras,2005,Junio,640250.0
6396,otros,Industrias Manufactureras,2005,Julio,197562.0
6397,otros,Industrias Manufactureras,2005,Agosto,359549.0
6398,otros,Industrias Manufactureras,2005,Septiembre,439866.0
6399,otros,Industrias Manufactureras,2005,Octubre,572284.0
6400,otros,Industrias Manufactureras,2005,Noviembre,402084.0
6401,otros,Industrias Manufactureras,2005,Diciembre,499663.0
6402,otros,Industrias Manufactureras,2006,Enero,150902.0
6403,otros,Industrias Manufactureras,2006,Febrero,414330.0
6404,otros,Industrias Manufactureras,2006,Marzo,1246701.0
6405,otros,Industrias Manufactureras,2006,Abril,275866.0
6406,otros,Industrias Manufactureras,2006,Mayo,324517.0
6407,otros,Industrias Manufactureras,2006,Junio,256770.0
6408,otros,Industrias Manufactureras,2006,Julio,127730.0
6409,otros,Industrias Manufactureras,2006,Agosto,60577.0
6410,otros,Industrias Manufactureras,2006,Septiembre,36305.0
6411,otros,Industrias Manufactureras,2006,Octubre,110190.0
6412,otros,Industrias Manufactureras,2006,Noviembre,231851.0
6413,otros,Industrias Manufactureras,2006,Diciembre,161413.0
6414,otros,Industrias Manufactureras,2007,Enero,87410.0
6415,otros,Industrias Manufactureras,2007,Febrero,211745.0
6416,otros,Industrias Manufactureras,2007,Marzo,500982.0
6417,otros,Industrias Manufactureras,2007,Abril,262736.0
6418,otros,Industrias Manufactureras,2007,Mayo,410913.0
6419,otros,Industrias Manufactureras,2007,Junio,116892.0
6420,otros,Industrias Manufactureras,2007,Julio,13460.0
6421,otros,Industrias Manufactureras,2007,Agosto,65264.0
6422,otros,Industrias Manufactureras,2007,Septiembre,169366.0
6423,otros,Industrias Manufactureras,2007,Octubre,51980.0
6424,otros,Industrias Manufactureras,2007,Noviembre,117773.0
6425,otros,Industrias Manufactureras,2007,Diciembre,416003.0
6426,otros,Industrias Manufactureras,2008,Enero,191991.0
6427,otros,Industrias Manufactureras,2008,Febrero,182973.0
6428,otros,Industrias Manufactureras,2008,Marzo,375644.0
6429,otros,Industrias Manufactureras,2008,Abril,474934.0
6430,otros,Industrias Manufactureras,2008,Mayo,187369.0
6431,otros,Industrias Manufactureras,2008,Junio,289065.0
6432,otros,Industrias Manufactureras,2008,Julio,432088.0
6433,otros,Industrias Manufactureras,2008,Agosto,253119.0
6434,otros,Industrias Manufactureras,2008,Septiembre,106615.0
6435,otros,Industrias Manufactureras,2008,Octubre,296534.0
6436,otros,Industrias Manufactureras,2008,Noviembre,206230.0
6437,otros,Industrias Manufactureras,2008,Diciembre,156347.0
6438,otros,Industrias Manufactureras,2009,Enero,159725.0
6439,otros,Industrias Manufactureras,2009,Febrero,588600.0
6440,otros,Industrias Manufactureras,2009,Marzo,219777.0
6441,otros,Industrias Manufactureras,2009,Abril,226304.0
6442,otros,Industrias Manufactureras,2009,Mayo,65082.0
6443,otros,Industrias Manufactureras,2009,Junio,13893.0
6444,otros,Industrias Manufactureras,2009,Julio,31477.0
6445,otros,Industrias Manufactureras,2009,Agosto,239405.0
6446,otros,Industrias Manufactureras,2009,Septiembre,140535.0
6447,otros,Industrias Manufactureras,2009,Octubre,140267.0
6448,otros,Industrias Manufactureras,2009,Noviembre,133255.0
6449,otros,Industrias Manufactureras,2009,Diciembre,242506.0
6450,otros,Industrias Manufactureras,2010,Enero,157536.0
6451,otros,Industrias Manufactureras,2010,Febrero,411108.0
6452,otros,Industrias Manufactureras,2010,Marzo,498305.0
6453,otros,Industrias Manufactureras,2010,Abril,190956.0
6454,otros,Industrias Manufactureras,2010,Mayo,299026.0
6455,otros,Industrias Manufactureras,2010,Junio,231798.0
6456,otros,Industrias Manufactureras,2010,Julio,214497.0
6457,otros,Industrias Manufactureras,2010,Agosto,76271.0
6458,otros,Industrias Manufactureras,2010,Septiembre,78900.0
6459,otros,Industrias Manufactureras,2010,Octubre,59441.0
6460,otros,Industrias Manufactureras,2010,Noviembre,76808.0
6461,otros,Industrias Manufactureras,2010,Diciembre,81528.0
6462,otros,Industrias Manufactureras,2011,Enero,314935.0
6463,otros,Industrias Manufactureras,2011,Febrero,677851.0
6464,otros,Industrias Manufactureras,2011,Marzo,835359.0
6465,otros,Industrias Manufactureras,2011,Abril,271765.0
6466,otros,Industrias Manufactureras,2011,Mayo,205082.0
6467,otros,Industrias Manufactureras,2011,Junio,508505.0
6468,otros,Industrias Manufactureras,2011,Julio,141977.0
6469,otros,Industrias Manufactureras,2011,Agosto,153368.0
6470,otros,Industrias Manufactureras,2011,Septiembre,146332.0
6471,otros,Industrias Manufactureras,2011,Octubre,222567.0
6472,otros,Industrias Manufactureras,2011,Noviembre,270251.0
6473,otros,Industrias Manufactureras,2011,Diciembre,371151.0
6474,otros,Industrias Manufactureras,2012,Enero,501839.0
6475,otros,Industrias Manufactureras,2012,Febrero,256574.0
6476,otros,Industrias Manufactureras,2012,Marzo,184966.0
6477,otros,Industrias Manufactureras,2012,Abril,449920.0
6478,otros,Industrias Manufactureras,2012,Mayo,573794.0
6479,otros,Industrias Manufactureras,2012,Junio,113806.0
6480,otros,Industrias Manufactureras,2012,Julio,137217.0
6481,otros,Industrias Manufactureras,2012,Agosto,62446.0
6482,otros,Industrias Manufactureras,2012,Septiembre,248619.0
6483,otros,Industrias Manufactureras,2012,Octubre,291757.0
6484,otros,Industrias Manufactureras,2012,Noviembre,298296.0
6485,otros,Industrias Manufactureras,2012,Diciembre,255680.0
6486,otros,Industrias Manufactureras,2013,Enero,403763.0
6487,otros,Industrias Manufactureras,2013,Febrero,740531.0
6488,otros,Industrias Manufactureras,2013,Marzo,524622.0
6489,otros,Industrias Manufactureras,2013,Abril,584145.0
6490,otros,Industrias Manufactureras,2013,Mayo,339895.0
6491,otros,Industrias Manufactureras,2013,Junio,286325.0
6492,otros,Industrias Manufactureras,2013,Julio,234491.0
6493,otros,Industrias Manufactureras,2013,Agosto,77092.0
6494,otros,Industrias Manufactureras,2013,Septiembre,520291.0
6495,otros,Industrias Manufactureras,2013,Octubre,761805.0
6496,otros,Industrias Manufactureras,2013,Noviembre,575814.0
6497,otros,Industrias Manufactureras,2013,Diciembre,408537.0
6498,otros,Industrias Manufactureras,2014,Enero,548732.0
6499,otros,Industrias Manufactureras,2014,Febrero,328415.0
6500,otros,Industrias Manufactureras,2014,Marzo,495923.0
6501,otros,Industrias Manufactureras,2014,Abril,201409.0
6502,otros,Industrias Manufactureras,2014,Mayo,347336.0
6503,otros,Industrias Manufactureras,2014,Junio,164915.0
6504,otros,Industrias Manufactureras,2014,Julio,71342.0
6505,otros,Industrias Manufactureras,2014,Agosto,116515.0
6506,otros,Industrias Manufactureras,2014,Septiembre,346866.0
6507,otros,Industrias Manufactureras,2014,Octubre,302344.0
6508,otros,Industrias Manufactureras,2014,Noviembre,326881.0
6509,otros,Industrias Manufactureras,2014,Diciembre,440622.0
6510,otros,Industrias Manufactureras,2015,Enero,246136.0
6511,otros,Industrias Manufactureras,2015,Febrero,344552.0
6512,otros,Industrias Manufactureras,2015,Marzo,433661.0
6513,otros,Industrias Manufactureras,2015,Abril,353775.0
6514,otros,Industrias Manufactureras,2015,Mayo,162434.0
6515,otros,Industrias Manufactureras,2015,Junio,403831.0
6516,otros,Industrias Manufactureras,2015,Julio,110350.0
6517,otros,Industrias Manufactureras,2015,Agosto,185452.0
6518,otros,Industrias Manufactureras,2015,Septiembre,202941.0
6519,otros,Industrias Manufactureras,2015,Octubre,140752.0
6520,otros,Industrias Manufactureras,2015,Noviembre,80134.0
6521,otros,Industrias Manufactureras,2015,Diciembre,34837.0
6522,otros,Industrias Manufactureras,2016,Enero,54231.0
6523,otros,Industrias Manufactureras,2016,Febrero,41372.0
6524,otros,Industrias Manufactureras,2016,Marzo,52728.0
6525,otros,Industrias Manufactureras,2016,Abril,10190.0
6526,otros,Industrias Manufactureras,2016,Mayo,19478.0
6527,otros,Industrias Manufactureras,2016,Junio,8525.0
6528,otros,Industrias Manufactureras,2016,Julio,38758.0
6529,otros,Industrias Manufactureras,2016,Agosto,18894.0
6530,otros,Industrias Manufactureras,2016,Septiembre,68919.0
6531,otros,Industrias Manufactureras,2016,Octubre,58104.0
6532,otros,Industrias Manufactureras,2016,Noviembre,58662.0
6533,otros,Industrias Manufactureras,2016,Diciembre,9160.0
6534,otros,Industrias Manufactureras,2017,Enero,25550.0
6535,otros,Industrias Manufactureras,2017,Febrero,23592.0
6536,otros,Industrias Manufactureras,2017,Marzo,22393.0
6537,otros,Industrias Manufactureras,2017,Abril,6410.0
6538,otros,Industrias Manufactureras,2017,Mayo,37832.0
6539,otros,Industrias Manufactureras,2017,Junio,8672.0
6540,otros,Industrias Manufactureras,2017,Julio,9030.0
6541,otros,Industrias Extractivas,2000,Enero,0.0
6542,otros,Industrias Extractivas,2000,Febrero,0.0
6543,otros,Industrias Extractivas,2000,Marzo,0.0
6544,otros,Industrias Extractivas,2000,Abril,0.0
6545,otros,Industrias Extractivas,2000,Mayo,0.0
6546,otros,Industrias Extractivas,2000,Junio,0.0
6547,otros,Industrias Extractivas,2000,Julio,0.0
6548,otros,Industrias Extractivas,2000,Agosto,0.0
6549,otros,Industrias Extractivas,2000,Septiembre,139.0
6550,otros,Industrias Extractivas,2000,Octubre,0.0
6551,otros,Industrias Extractivas,2000,Noviembre,0.0
6552,otros,Industrias Extractivas,2000,Diciembre,0.0
6553,otros,Industrias Extractivas,2001,Enero,6976.0
6554,otros,Industrias Extractivas,2001,Febrero,0.0
6555,otros,Industrias Extractivas,2001,Marzo,0.0
6556,otros,Industrias Extractivas,2001,Abril,0.0
6557,otros,Industrias Extractivas,2001,Mayo,0.0
6558,otros,Industrias Extractivas,2001,Junio,0.0
6559,otros,Industrias Extractivas,2001,Julio,5903.0
6560,otros,Industrias Extractivas,2001,Agosto,0.0
6561,otros,Industrias Extractivas,2001,Septiembre,0.0
6562,otros,Industrias Extractivas,2001,Octubre,0.0
6563,otros,Industrias Extractivas,2001,Noviembre,0.0
6564,otros,Industrias Extractivas,2001,Diciembre,0.0
6565,otros,Industrias Extractivas,2002,Enero,0.0
6566,otros,Industrias Extractivas,2002,Febrero,0.0
6567,otros,Industrias Extractivas,2002,Marzo,0.0
6568,otros,Industrias Extractivas,2002,Abril,0.0
6569,otros,Industrias Extractivas,2002,Mayo,1.0
6570,otros,Industrias Extractivas,2002,Junio,0.0
6571,otros,Industrias Extractivas,2002,Julio,0.0
6572,otros,Industrias Extractivas,2002,Agosto,0.0
6573,otros,Industrias Extractivas,2002,Septiembre,0.0
6574,otros,Industrias Extractivas,2002,Octubre,0.0
6575,otros,Industrias Extractivas,2002,Noviembre,0.0
6576,otros,Industrias Extractivas,2002,Diciembre,0.0
6577,otros,Industrias Extractivas,2003,Enero,0.0
6578,otros,Industrias Extractivas,2003,Febrero,18308.0
6579,otros,Industrias Extractivas,2003,Marzo,36616.0
6580,otros,Industrias Extractivas,2003,Abril,5307.0
6581,otros,Industrias Extractivas,2003,Mayo,54900.0
6582,otros,Industrias Extractivas,2003,Junio,0.0
6583,otros,Industrias Extractivas,2003,Julio,7400.0
6584,otros,Industrias Extractivas,2003,Agosto,36140.0
6585,otros,Industrias Extractivas,2003,Septiembre,54328.0
6586,otros,Industrias Extractivas,2003,Octubre,0.0
6587,otros,Industrias Extractivas,2003,Noviembre,0.0
6588,otros,Industrias Extractivas,2003,Diciembre,0.0
6589,otros,Industrias Extractivas,2004,Enero,0.0
6590,otros,Industrias Extractivas,2004,Febrero,0.0
6591,otros,Industrias Extractivas,2004,Marzo,0.0
6592,otros,Industrias Extractivas,2004,Abril,0.0
6593,otros,Industrias Extractivas,2004,Mayo,0.0
6594,otros,Industrias Extractivas,2004,Junio,0.0
6595,otros,Industrias Extractivas,2004,Julio,0.0
6596,otros,Industrias Extractivas,2004,Agosto,0.0
6597,otros,Industrias Extractivas,2004,Septiembre,0.0
6598,otros,Industrias Extractivas,2004,Octubre,0.0
6599,otros,Industrias Extractivas,2004,Noviembre,0.0
6600,otros,Industrias Extractivas,2004,Diciembre,0.0
6601,otros,Industrias Extractivas,2005,Enero,0.0
6602,otros,Industrias Extractivas,2005,Febrero,0.0
6603,otros,Industrias Extractivas,2005,Marzo,0.0
6604,otros,Industrias Extractivas,2005,Abril,0.0
6605,otros,Industrias Extractivas,2005,Mayo,0.0
6606,otros,Industrias Extractivas,2005,Junio,0.0
6607,otros,Industrias Extractivas,2005,Julio,0.0
6608,otros,Industrias Extractivas,2005,Agosto,0.0
6609,otros,Industrias Extractivas,2005,Septiembre,0.0
6610,otros,Industrias Extractivas,2005,Octubre,0.0
6611,otros,Industrias Extractivas,2005,Noviembre,0.0
6612,otros,Industrias Extractivas,2005,Diciembre,0.0
6613,otros,Industrias Extractivas,2006,Enero,0.0
6614,otros,Industrias Extractivas,2006,Febrero,0.0
6615,otros,Industrias Extractivas,2006,Marzo,0.0
6616,otros,Industrias Extractivas,2006,Abril,0.0
6617,otros,Industrias Extractivas,2006,Mayo,0.0
6618,otros,Industrias Extractivas,2006,Junio,0.0
6619,otros,Industrias Extractivas,2006,Julio,0.0
6620,otros,Industrias Extractivas,2006,Agosto,0.0
6621,otros,Industrias Extractivas,2006,Septiembre,0.0
6622,otros,Industrias Extractivas,2006,Octubre,0.0
6623,otros,Industrias Extractivas,2006,Noviembre,0.0
6624,otros,Industrias Extractivas,2006,Diciembre,0.0
6625,otros,Industrias Extractivas,2007,Enero,0.0
6626,otros,Industrias Extractivas,2007,Febrero,0.0
6627,otros,Industrias Extractivas,2007,Marzo,0.0
6628,otros,Industrias Extractivas,2007,Abril,0.0
6629,otros,Industrias Extractivas,2007,Mayo,0.0
6630,otros,Industrias Extractivas,2007,Junio,0.0
6631,otros,Industrias Extractivas,2007,Julio,0.0
6632,otros,Industrias Extractivas,2007,Agosto,0.0
6633,otros,Industrias Extractivas,2007,Septiembre,0.0
6634,otros,Industrias Extractivas,2007,Octubre,0.0
6635,otros,Industrias Extractivas,2007,Noviembre,0.0
6636,otros,Industrias Extractivas,2007,Diciembre,0.0
6637,otros,Industrias Extractivas,2008,Enero,0.0
6638,otros,Industrias Extractivas,2008,Febrero,0.0
6639,otros,Industrias Extractivas,2008,Marzo,0.0
6640,otros,Industrias Extractivas,2008,Abril,0.0
6641,otros,Industrias Extractivas,2008,Mayo,0.0
6642,otros,Industrias Extractivas,2008,Junio,0.0
6643,otros,Industrias Extractivas,2008,Julio,0.0
6644,otros,Industrias Extractivas,2008,Agosto,0.0
6645,otros,Industrias Extractivas,2008,Septiembre,0.0
6646,otros,Industrias Extractivas,2008,Octubre,0.0
6647,otros,Industrias Extractivas,2008,Noviembre,0.0
6648,otros,Industrias Extractivas,2008,Diciembre,0.0
6649,otros,Industrias Extractivas,2009,Enero,0.0
