Pais_vendedor,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
América Latina,SECCION XI Materias Textiles y sus Manufacturas.,560421,725518,501743,1126994,2387535,2137409,1646673,1310844,2772142,3021087,5051833,3002207,1791015,2193376,2438333,1823225,2670285,2043150,2094767,2707808,2977507,4182652,4894697,2550665,3740294,2206681,2324011,2421997,2092152,2540999,3298865,3466494,2579986,3242543,2746378,1992755,1496638,1796228,1949236,2084620,2113951,1773857,1901082,2044199,2917103,3043018,2122671,1970536,1128089,1553734,1112665,567201,943888,679850,955089,889462,960430,993174,977528,775868,1268416,1595334,1883659,1584513,1298491,868291,1343465,2785670,2271441,2492754,3390815,1857394,1864679,862358,1422119,1400244,1633065,1664447,1423175,2018879,2124208,2166780,2059925,872888,4037555,3815109,3563603,3825374,4829940,4091699,3914527,5397090,5257548,4411620,4219602,3703103,3995978,5642727,3709120,3701402,3447233,2577777,4009231,3468919,3605412,3346324,1501783,3468608,1483823,1409483,1634940,1708906,1824463,2704337,1228977,1930073,3678947,3257804,4415883,5218084,2656667,2866503,2808497,3005752,2814637,2844434,3806706,4276496,3972645,4266590,4656865,4777376,3679772,3076756,3829363,3732594,5154343,4151136,4821676,5472047,4840511,3095581,3823024,5310560,3075755,3259791,4347141,4137663,4407707,4097473,4731980,3746220,4304683,5822588,4642284,5289301,3702412,4385424,3731331,4808951,4913718,3775654,5220522,4783092,5033388,4122274,5672421,5742977,1319113,1973922,1980779,2907368,3874383,1136443,1572432,1909301,1512468,2559504,1571874,2442215,2940163,1246014,2468726,2050822,1955516,1197549,2182344,4679873,4802500,3984517,2947412,3894291,3323347,4568554,2748293,3168979,3179664,3149097,2512638,3959175,2381437,3838996,2322115,3638328,2072135,1789067,1287389,1713558,2648342,2047978,1497582,604656566
América Latina,"SECCION XII Calzado, Sombreros y demás Tocados, Paraguas, Quitasoles, Bastones, Látigos, Fustas y sus Partes; Plumas Preparados y Artículos de Plumas; Flores Artificiales; Manufacturas de Cabello.",773070,487413,256844,171674,855343,533684,548981,630579,1197658,1085768,967524,364421,1089310,563562,742040,1276116,532651,453026,1033540,914080,1335135,962359,1740004,979226,914288,473390,700292,374547,221721,409672,507893,1597607,922572,2195174,1826711,1948177,1314302,1454106,1287001,848537,1720270,1538120,2013370,1930859,2714897,2932374,1597473,1591211,860121,704613,852243,567573,749055,614727,940008,1113024,491998,641760,492782,2094432,2235464,3611885,2737737,1911985,1350009,2091532,2430959,2630878,1939452,2966928,2894685,2897207,3393548,4486889,2909054,1336863,4311201,3184447,2326836,2266474,2562574,3597455,3653113,4308943,5091289,3993765,5086110,3561429,2788069,5757109,4305428,4391990,4671744,3783572,3760243,3370674,6062903,5586623,1548565,4493976,3891745,2477983,3084279,3595987,4059383,1915219,3808658,1971925,3448263,4092782,4715899,2834953,2047797,1673988,3855650,4467858,4405202,1972899,2376195,4336724,3406762,3903006,2610657,4741071,2946245,4247271,4865874,4617382,5397411,3458825,3882698,4863945,5313769,3281120,6101039,3859758,4680848,4989384,4714328,7830035,6918416,4422362,5459355,3235721,6669806,5165182,5398375,5012857,5795514,4455668,5401363,7818668,4198615,2990185,3300925,8548281,1287637,5558054,5745475,3851701,4394471,8612676,4293983,7029877,5238955,3260057,4523347,4685289,5908083,5686485,5704762,5638040,6880788,3336603,3948122,6931240,5669081,1101576,3740145,2913882,1405234,1516887,3199536,4151112,5247581,3945772,1381587,3869427,3269660,3486879,3786711,3648718,2878145,2762021,4957385,1925191,3013214,3877627,3331356,3060573,5434671,3720516,2979126,4820182,4589787,3019910,6251713,3123464,1680284,6748205,4397645,665897070
América Latina,"SECCION XIII Manufacturas de Piedra, Yeso Fraguable, Cemento, Amianto,Mica o Materias Análogas; Productos Cerámicos, Vidrio y Manufacturas de Vidrio.",70140,36067,48710,50304,74779,105433,369107,428114,383438,96435,87827,105137,119326,198545,99630,548707,97400,158177,188600,430708,145346,191549,170087,134925,602135,145222,224993,496106,229017,129108,188600,180645,353749,324757,526158,182763,324482,168417,225650,356015,166039,289863,295073,229809,319869,326093,358245,230172,459391,124561,450857,672375,376759,1310941,311241,527890,740162,641009,491969,305362,479580,473376,501257,385166,414780,666194,649611,377302,729945,688767,674537,405850,341503,321463,623769,692924,919112,847949,837367,899063,2065613,1375090,792030,424217,1214427,431065,967264,862268,942699,377423,457927,644549,534798,854960,870500,306066,470380,511318,640386,556646,803398,1267766,711866,625800,862084,975787,714513,661316,537668,465496,664753,917641,352702,1673231,499498,471557,686739,865314,607175,1114416,888456,700164,1134132,1622708,879159,1075217,845243,844624,813261,898031,761616,631756,925964,597279,1087479,771210,1376896,1377123,1240382,685206,863337,945141,1399573,1310711,1043279,804030,886191,641958,1477594,1035883,813115,1327509,1016861,924171,1132798,1121718,1334988,1107317,803408,1105252,1922615,2070079,2866587,2273084,1762950,2205899,3324748,6661124,1874765,1492722,1857474,1413654,1667010,1620726,1722233,996856,1127409,1786791,2131118,1933752,1731618,1429943,1548911,2165486,2295734,2069957,3110529,2272859,2362005,3006933,3591045,4028700,3199570,2983058,3826243,3405885,2675648,2975699,3249618,3121399,2811133,2579823,3545606,3268509,3322360,3299128,3137584,2501339,2662393,2658872,2794006,230925739
América Latina,"SECCION XIV Perlas Naturales o Cultivadas, Piedras Preciosas o Semipreciosas, Metales Preciosos y Manufacturas de estas Materias; Bisutería; Monedas.",N/D,300,1263,N/D,60,N/D,38,N/D,370,151,N/D,1,91,40933,N/D,N/D,N/D,58475,1,N/D,182,521,20,46,1350,626,3277,4864,5815,5243,8449,5120,4478,780,36562,35362,N/D,35527,6637,33695,N/D,N/D,25845,N/D,N/D,12178,20280,5593,31808,16321,5970,N/D,N/D,1530,1093,1,26,N/D,N/D,5485,5533,1787,2142,7236,13135,20128,13500,11744,2257,3930,879,560,12439,36137,919,54871,869,49471,5532,6582,641,5198,4786,7663,958,4116,317,7761,5118,129,22530,N/D,N/D,N/D,N/D,1946,7360,N/D,23922,4190,N/D,13793,116,2,8203,44278,2938,28977,5294,6895,62968,15066,9628,60080,20511,N/D,15541,13543,38959,20232,10026,49107,80895,26697,3871,2278,28496,28599,99427,5833,22691,18816,10734,18569,20458,21589,4730,7816,19180,4870,16225,14336,2333,20372,2415,1517,185,6041,26835,65164,2659,2963,2238,103956,11032,7803,N/D,4555,6368,1412,76338,2238,90396,2238,50933,170225,78913,22314,41685,34103,132,2978,63623,18087,104026,27991,56567,1375,90152,150940,2000,1135,427421,527745,N/D,148677,571021,31076,294331,1578,383112,293392,151178,6206,488797,11636,508656,500100,225917,324723,642619,334841,556481,591116,36628,260844,480844,567756,763449,14799,557258,12703346
América Latina,"SECCION XIX Armas y Municiones, y sus partes y Accesorios.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,50481,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,142413,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,193600,76590,463084
América Latina,SECCION XV Metales Comúnes y Manufacturas de estos Metales.,3058814,2499678,7639218,2460461,2874515,11607505,4962506,2196845,2690001,8679033,7486076,19900856,16806810,14394601,10341114,11096534,11339906,9067623,6953122,6968110,6723846,7377089,5427155,6171684,18344779,9824309,12270530,13172165,13492957,8216505,17874371,18692947,16101864,14717957,10771194,11146080,7197106,2848915,4358237,6076532,1717264,2870418,2854510,2803856,3141092,7280158,8119661,7596698,2776763,7423954,11501126,6930155,8473949,9070718,6876762,6731053,8032864,10525830,29203751,25176612,7250471,4589565,18544017,6241535,7067823,9182381,7743625,20533038,16923283,20879563,20564220,22460468,9033180,14269823,14700941,6485472,13564238,12864782,3565878,11202024,15436865,17836791,10371755,5592094,29084919,33009213,48731489,33991911,42963490,12266600,21911975,18405699,19881281,15902403,13704583,14454955,8903986,16138838,48184026,22249436,9239799,10678084,11287178,12761627,9876306,21126672,13807428,12691727,4949633,5905503,4686532,6004883,4981476,5578057,8455988,7547993,10333373,9709283,9634184,10472580,11671865,9733540,9204440,6825952,14342400,9451894,7814119,11897603,9920755,11159715,14683797,10212348,10928019,10951892,11323718,13221667,11316179,12553072,9442895,10942122,10410255,10725028,10389224,8807021,9908832,8146610,9767814,8001744,10807268,15488470,9633299,10922373,11640924,10153517,11322161,11312383,25372234,10219296,14249564,23963008,15301346,11488118,12301648,11130324,15095739,12571359,3783932,15490147,12571523,15980315,13689909,4513947,4906987,9199126,8899909,6198755,3459677,20984038,23768384,15423245,6952446,8046458,14600247,19880104,6294494,6308096,4063368,17329019,6225202,6237164,3694673,5422658,3400335,8254097,5819749,4818382,4555254,19495837,13314726,7629647,17286658,10512174,12657407,9327807,15261230,6173740,5955129,9273490,10444069,9507107,9873765,2413565465
América Latina,"SECCION XVI Máquinas y Aparatos, Material Eléctrico y sus Partes; Aparatos de Grabación o Reproducción de Sonido, Aparatos de Grabación o Reproducción de Imagen y Sonido en Televisión y las Partes y Accesorios de estos Aparatos.",3435120,3379324,4586005,9701333,31149828,14508164,14004814,21543769,6295447,11587546,15645481,20517226,12639879,10840264,13094086,10575906,8046809,13747733,7657098,7396503,4390338,15281448,25928835,29128922,55597757,70050474,54258479,71479690,66115353,71802200,76141195,72950160,63859006,31065879,33391403,8432068,7518590,4114885,10564645,8093591,7764616,11543232,10421085,13470863,14740267,30388124,7994053,18276542,44270287,31427085,56974335,53685795,22616646,23649237,38675790,35895638,31580835,13150609,19739427,17102576,14303844,13490205,13771120,12352837,18690959,29342797,50103815,40521002,30756802,38766747,46480348,26099179,25015095,19872326,16560299,24824751,22439856,37799780,27810847,32388748,24409550,32807717,25540117,33988189,53282499,52976465,49451827,57703128,58515610,82266680,63501237,57387359,55814933,90986342,52021506,48440167,65105050,70414815,48202919,49146643,76808316,62490796,71478558,76005321,84454847,97544228,87002567,72447650,70744284,63163082,47450684,39578970,49722005,81981472,40080103,57640305,66482281,308046698,97508361,84172247,60613062,68032668,87941320,85590544,96978161,93050997,74213661,72019933,59636377,84329020,60869498,99346901,49438301,89638537,107674023,109545914,136187697,88763734,83373725,94515525,124231929,98770158,90366469,83165843,63228502,94316899,91464865,103492457,76263702,64479076,57592512,112781284,80336528,105670419,134842850,75059273,54594772,89344586,93930094,108005380,161739129,100256485,129912931,114050020,127834023,123728160,129726374,136212585,68849646,62240920,83403630,56478847,71883898,64766100,67153095,59260664,45994070,64572314,61169640,57538839,43012321,45728575,171954380,130859721,47719378,41633884,44899640,29718338,29695332,26797812,48280434,56499522,65024526,40996893,24147428,25125123,32226734,32829338,62578959,50187464,36251287,86974681,53246555,42078500,75570021,58478353,36820728,59426977,44162555,47664524,44943583,11698042384
América Latina,SECCION XVII Material de Transporte.,687105,406313,750039,1687602,551927,1844845,1935544,1894794,1180323,848002,2150097,1760720,1942495,493994,2359998,414651,1297751,479035,652822,7050065,419251,472867,909493,757217,861238,650143,730278,1604164,586339,756178,1032978,723640,727537,1161351,1315558,321689,1017512,647466,1160865,1055657,813600,1314599,629634,1107649,945900,1764196,1385685,1588071,1154456,463766,1108643,697321,690898,1257322,1408632,1503785,904134,2092045,1648517,2710648,2046335,1759654,1641121,2047652,1654389,2342050,1348717,2811034,5401339,7765437,5402359,7646006,6525533,8195040,10455918,6836199,6347853,6110046,1336126,3150117,4627456,10494333,5353229,5141707,4506997,1035754,7200865,11484889,13809442,5749089,8407836,1308300,12532656,10998398,13008389,2299117,11015208,13376482,20464818,26126167,28478956,30906421,23932500,19760467,20227781,14711031,27880190,25171815,25011137,17046977,14240024,12923691,13539604,12172092,12101836,10426733,10665781,31566061,37147602,23162444,28049535,19831880,25328956,24816963,23678083,23178872,14887629,35385475,15403259,22629168,22374946,27221505,18001291,13491207,23239300,14438857,15533805,10967691,11295907,13355777,15557938,2658432,26727833,19000569,25481859,16931042,12772570,17907538,37027416,30750470,17780669,43215664,40359057,6978104,25873822,23889513,28135521,28034025,32786506,34180382,35958358,25070915,16144499,9213181,38750891,30954850,5831766,38692571,21869991,21336479,19229649,21092112,22157167,41662204,28988815,25738963,11988613,29337704,30808216,29922442,3612591,14959725,28784180,30525725,10530310,3003903,5738235,5079228,6722162,5639549,4170305,5258965,6503930,5785938,6091170,6720164,17876330,9234511,34543518,19401616,5635461,15195532,26561889,25334372,6511831,11365004,6816924,13879909,8791428,8101303,8069992,2523680324
América Latina,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",447612,553894,1543298,1072978,1742545,729915,578888,1013824,712972,718922,1171698,1363827,1170751,480982,1177616,1387054,1165908,935351,567447,1196575,898492,865290,644381,1255824,1207717,913789,1248567,1364622,1452232,1089312,649712,817107,732067,1599549,1455337,781200,815841,645486,804015,486141,592476,756141,1095992,649066,947233,870963,2539097,1244189,269164,351965,497758,217201,468164,198914,658447,447142,625889,576728,685032,544244,753003,607330,742770,945365,1093868,908009,996248,979348,1198358,1207555,1541901,1554911,1693176,898851,803227,1305804,987986,974718,1270234,1237844,898393,840423,1568361,1726583,1554760,1601572,1384245,1111072,1113213,1025169,1243996,1094769,1656171,2861786,1393101,2785562,1118801,3161105,2031589,2400250,2843376,1965151,2031646,2140345,1778840,2718441,2948066,1408804,1113168,982307,686578,893214,2441632,1161888,1618679,994957,1113773,2093215,2376199,2728358,1512208,1639751,1855529,2431842,1691180,1880204,1172377,2726069,1164085,1746504,1368178,2650123,1908973,2278548,2353826,1562011,2054481,1687495,1437304,2664370,2504045,2226605,2861460,2089762,3452121,2626662,2816041,2562927,3771351,3795463,1930313,6746425,3529658,1622780,5087283,4219198,3128505,4205714,3673358,4037326,4862457,4335920,3112456,1708174,5744989,4036142,1303280,6751498,3236262,3098677,3695633,2965410,2754734,6007111,4938342,3701500,1159442,3428552,4369075,4293824,810315,3504821,2667473,3378097,1379359,983882,458415,354497,917576,786024,667782,574008,714257,1409850,919366,1059875,1659019,2263581,6378182,3245780,1771632,3425063,4032391,5553514,1679635,4161934,2733520,28394230,2713234,3011562,2846247,418635194
América Latina,SECCION XX Mercancías y Productos Diversos.,10442,12939,26412,38766,398157,15570,25474,144141,12569,101836,632158,1412106,58190,16623,4327,6530,46475,49323,14020,70310,28880,137347,41080,196782,74528,73577,288173,431873,498552,430593,161560,571393,215813,1010303,24337,39180,112546,26958,61263,22542,110760,38703,175830,282632,414316,208643,40722,101860,40907,33908,54700,96770,79134,78585,31818,74541,46823,111551,228460,223619,74055,137524,239868,59896,39998,45074,72939,108285,242848,367131,1069020,5910674,118108,255825,239192,183141,238952,292016,182529,234621,62668,316920,454950,156751,934798,338801,829585,178493,432734,289366,743611,1351041,665543,991100,509841,4647706,1763396,5968420,878850,6570732,4484657,3107854,3362886,4540185,5200392,3430952,4224976,896121,2914567,178627,3072385,2113654,4973636,9596756,4101040,3672407,4651685,4201386,4133252,7318880,838942,4378309,4806577,4873525,4953000,4881077,4786171,4290194,6563192,4922911,5100033,4886003,3931424,4704149,5534897,5402404,4672060,3400049,3425680,3742381,4527414,5538835,5553305,5103539,5386743,5010378,4484578,5569586,4679653,6860026,4654214,5265180,4705686,3886128,1717430,8031787,3358169,3952488,3965595,3713456,3796844,4291878,4389806,4605298,4726250,4712696,4599627,4406389,3015743,581748,7797900,4274654,4307309,4209530,4623961,5051980,5446792,6172420,4570887,4553265,973969,4904634,6627563,4121350,769910,1156705,1311507,929798,9201376,7888714,4162196,7152908,1537069,1232574,512677,949617,3749413,4012927,1285962,850350,1049367,852672,4837298,19632820,1344909,1124711,1185178,1117415,859043,681449,769270,501368675
América Latina,SECCION XXI Objetos de Arte o Colección y Antigüedades.,2230,N/D,N/D,N/D,4394,N/D,N/D,N/D,3581,3929,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,4245,240,N/D,2905,N/D,388,N/D,N/D,N/D,1115,4656,448,N/D,N/D,N/D,N/D,935,N/D,N/D,N/D,N/D,661880,N/D,N/D,10,N/D,N/D,15235,50,N/D,N/D,N/D,42,N/D,22,N/D,N/D,N/D,1,N/D,N/D,N/D,N/D,N/D,5287,N/D,8550,N/D,N/D,N/D,N/D,N/D,1605,N/D,92,100500,N/D,1,4327,N/D,N/D,N/D,N/D,11,7640,N/D,14598,N/D,N/D,N/D,63854,N/D,51005,N/D,N/D,N/D,800,11117,N/D,N/D,1680,140,6000,12830,N/D,N/D,31750,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,7144,1762,N/D,11741,N/D,N/D,N/D,N/D,N/D,N/D,N/D,181,N/D,N/D,1,10,1440,70,15,N/D,N/D,N/D,365,N/D,N/D,N/D,24566,N/D,700,33,5,53,N/D,9992,20,46,N/D,26,94,83,83,N/D,N/D,N/D,432,N/D,N/D,N/D,5976,20750,N/D,619,N/D,N/D,N/D,N/D,N/D,N/D,30000,N/D,N/D,25000,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,9416,N/D,N/D,600,491,N/D,4625,N/D,550,19581,N/D,810,N/D,1500,N/D,65350,N/D,2380,N/D,N/D,N/D,N/D,1274604
América Latina,SECCION XXII Operaciones Especiales.,144296,238749,2789631,1450155,295163,1080203,1116061,226860,132464,120405,120860,2256584,84798,36478,26288,75070,147028,68300,253818,2781105,669384,4527,87799,8819,94655,65754,9212,1278793,83293,14880,27819,211366,48444,142962,207243,191980,41284,78505,594975,286821,215142,272856,592401,318376,366010,611061,102240,298561,588315,239119,155399,106777,192775,122546,118892,198655,177015,171627,184550,123605,2890907,11430021,325627,106212,123170,59139,84782,341665,275131,258001,187349,86544,297868,244534,1881730,367346,266928,423655,977,158258,125781,351257,41151,207,627,73708,9069274,180627,25582723,310804,581156,29975801,3886755,7514186,13851177,6111345,10957484,2373448,17106287,5805672,3320890,7376883,5750876,4298611,3627223,3416680,3379923,8247707,3208772,1686183,1847698,4625099,4946721,4223350,6907295,7161258,9006042,6974587,3382235,3426538,7652801,2079760,3106925,6542780,8546868,5911155,6881039,10777194,6049684,8152692,19968845,10235389,1918509,2746577,3771232,3845267,6492555,15602444,12131618,12621022,11371760,6168554,7642955,12081893,4765029,2242901,1549843,2776493,2918381,4257508,4931090,7046271,4950610,4371465,3779702,6768028,3875239,3387953,3316037,5506680,6283831,5266283,24149886,5133776,2543363,5064561,1438544,2730194,7413906,5952181,1189623,2792668,6834853,8626268,8937961,6396711,2005425,2016876,5093647,916062,251829,525449,612040,9283979,9625042,11085859,4843285,4945561,6243352,3457884,3904687,26629244,4427871,24198191,1093449,2574176,2350148,3639517,3833705,4872866,4077562,2525429,6732967,7628974,1381825,3539698,2236045,3655011,1631675,2450288,2344667,809404119
América Latina,SECCION,32569157,23069189,35690077,37120080,69084875,61100785,49180603,53286749,39790879,53147196,63475550,73781336,59920661,51823559,52096270,53327322,47212916,50169210,46871086,53484334,39539253,58454406,65347957,65517179,94949192,100377917,89056302,112957996,105303645,97786885,120807473,119831652,106090256,91996159,80460772,50288228,47512445,41342720,44439162,43273401,50697523,44849114,48945982,50252216,54579432,79205053,52499010,57104167,72691864,63583281,103438075,90634245,60134319,66006426,88365198,78479171,68174937,63443873,82603485,78787662,69020406,67519557,79947902,70849150,72782771,86184671,107775919,122017744,97309447,119127981,124651809,119823637,87013779,95145007,96315042,84662939,91770241,104610986,86032456,105339673,92587392,117360805,94276515,94346282,177172313,144241251,185966807,186954470,221552454,171447106,172295030,192421715,170314394,212337056,178823734,139722420,164267670,199379280,197882005,184582326,211921608,185079461,233942384,203216890,195237685,222693201,201227744,237581667,179963068,126168731,133783208,119174131,157891449,182623322,135392158,148713103,223395170,428129923,245807511,246778933,178347957,201402252,233067401,243011922,260690686,233766707,201053859,203454123,172565802,211357219,202915019,229871530,171795709,200994690,242149560,289032339,291435122,215788232,214818343,236563163,283395151,191794405,256593310,228439489,191184347,236783922,216868111,236519177,258533670,262878650,194331321,303816676,238928537,230793112,266706949,247156253,224342564,214675959,220940529,302458574,356506257,278039589,338980864,268917176,294308495,262970201,257191746,307456501,190528168,184282054,220512459,187953518,223515386,245787388,214770442,188761712,134752481,192811117,186398557,172755536,138487504,152399711,309281590,276753849,153843024,145836164,134031914,128242704,146677653,129130724,127964798,182113731,142993315,179178736,157850183,135127637,179464602,178649285,223881513,161868577,144263671,203584061,188809973,187185065,225352924,213005930,161812586,216668475,215852427,205825558,181648753,32616769371
Asia,SECCION I Animales Vivos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1913,48000,N/D,20530,N/D,54200,N/D,20198,N/D,N/D,32318,88659,95248,N/D,127622,300,28028,N/D,71400,71400,36473,95715,28560,335776,N/D,57420,N/D,203588,208651,207256,107800,N/D,173990,56000,126000,118730,1016459,752179,197709,669061,71729,510341,904946,1002918,999623,1052862,850574,535916,677742,1036611,921152,936840,1375427,1043183,1234967,1762500,1725984,1355271,1467844,1285688,1481428,414526,797604,976324,864490,572689,1064153,1030802,1518860,1811850,1424976,1763170,1790562,1730675,982596,683607,1029263,1400218,1576560,1350441,1988999,2612100,2572820,2603624,1382518,416076,977572,691040,213900,617784,1106360,1053435,1297754,1723126,1102182,1756830,874547,1290675,1585655,1393911,1143660,736686,1551536,1013138,954714,1087054,1453480,1184556,1672245,1192061,620586,254389,2132871,1307843,595200,2503828,1075518,1697876,712364,996394,988002,592906,787551,464144,1024054,884604,859584,890363,1065927,1322310,1350098,966025,654112,1018858,360162,256126,363700,518855,478040,183105,307524,574646,401333,119330,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,21517,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2626205,1096153,621804,463985,434045,410120,104457,1220532,1023235,599732,972788,1644111,1136309,2752236,1668684,461159,167311,247009,135317753
