Pais_vendedor,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
Asia,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",16291304,3593064,4644829,11721463,19701877,21167650,18603610,6556420,2364374,6664750,4932054,3695486,7594857,5300324,3189379,2386804,5526219,5323098,7052842,3855867,4513747,5633076,8533437,10155377,13643746,8860963,11888679,11505987,38290390,11564784,16012017,11034825,11373081,4933884,3520542,5237382,4568850,2472557,3685813,2501395,1925106,2813196,2150242,1529426,2035670,1170636,1905152,2571698,2449883,2152211,3706915,2465430,5679693,5800161,4959103,6796439,6958411,11926448,7341941,7760646,5683161,7516384,7220823,6498416,10788321,9249246,8594851,9483379,10782443,12412373,11498332,12170245,8821479,9730414,11030750,8682480,7530033,7334094,8639562,10535998,7658981,11035124,7887053,9096668,8934814,6204373,7169864,5726731,4640089,4312982,5081637,5253724,4773518,5496017,7096588,6505835,5586446,4107542,3938985,10204006,7124833,10897390,8713839,5430135,12048759,9024359,17136965,21154195,26094052,8105853,5943349,5812195,7492731,6691190,10581197,8565848,11778792,5564758,10810770,10175950,11542676,8062075,5898765,3860247,6101720,6609097,6659337,6446485,8275919,5653267,7021324,8827908,8866742,8469206,8788243,9134336,9436501,10029150,19004123,17911361,15541008,17151120,10708297,8765610,9262002,7414810,7052079,11889937,8151474,15524228,12756628,11415155,9379357,11178988,12406162,10167319,10039272,9939257,9443917,10293974,14993003,11254018,14285006,12770730,17584748,19069647,15255842,15649995,11060013,9017473,11377062,11542981,13681405,12504986,16267085,13958750,11456951,15915881,11610260,15659012,15187785,11013102,9064705,13422325,9396842,23474119,41590149,43360178,51357994,31836594,41040203,31457623,26426639,38294630,54592064,43744505,36395028,35980988,27744911,48293285,52396778,36914439,46748674,36175001,41114648,37727467,64290208,56214753,58155295,76315190,59553215,2827528989
Asia,SECCION XX Mercancías y Productos Diversos.,660020,943279,1102207,1187586,1608171,1703271,1393437,2812267,2097563,5217661,4395988,2675733,2512779,1417636,2617683,1941224,1427345,2253930,2254603,1932007,6237046,6864739,4942642,7643658,9991158,7819991,6065198,10018945,8709773,7529695,6950271,8836113,6297470,4721989,4041760,1922163,3615425,2988315,1200978,2030303,2180829,2200284,1888671,1896102,4128988,5585541,1739704,2199362,1435696,1819925,1032146,1329794,1899152,1451586,1404584,1274657,1562235,1388577,1566160,2086622,2441435,1937845,2382376,2891923,3293596,2381451,2457823,3221157,3651859,3703902,4219575,3561339,2939664,3007322,2916591,3753214,4817069,3823780,3149769,3385813,4223347,5679639,4200865,4603621,15730159,11024259,9536209,9626107,12116269,13640469,11699855,17155727,20531788,20586211,21012846,15185457,15158700,15817204,12365376,17834974,14858777,14512178,20559349,23647771,27150688,23622826,19561202,14326238,17513780,13384905,13944534,13821011,11033480,11942461,11841110,17078536,19140972,18316062,18441555,14066626,17877040,23697552,23244924,22597846,17226083,17332745,22208773,23799739,24969542,22965380,19900573,17532642,18280895,18765231,18537592,16858624,21928170,23445196,15027422,20030044,33984430,33170144,23938150,22096534,18998908,12945597,12034612,14277948,19079935,19606416,13920443,27096079,23777729,25160954,19701958,18284414,15708227,19532573,10915518,12744865,17654082,15565719,19377296,26590735,18950534,22997179,20614422,19342013,16209806,11402918,13347546,12775719,14945007,12856126,13174530,18925250,27140340,21470774,13372572,19176083,13351173,12477564,12393943,12636417,14320625,13834859,16262559,12941005,21832694,16969665,11705293,12751610,9131347,12893215,8946508,9310962,10227571,11501205,10544125,14369342,16433709,19966236,14156766,11910519,12893787,14597406,10283865,10219671,12853928,12656555,12265478,2426812436
Asia,SECCION XXI Objetos de Arte o Colección y Antigüedades.,N/D,N/D,130,2747,8775,N/D,N/D,4212,N/D,1268,N/D,8778,3095,N/D,7469,N/D,1539,1073,N/D,3196,440,N/D,N/D,400,N/D,N/D,249,N/D,3201,9701,N/D,1501,N/D,3880,N/D,32,N/D,N/D,N/D,2817,920,150,N/D,N/D,N/D,1083,N/D,1562,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1000,N/D,N/D,N/D,N/D,200,N/D,N/D,25,N/D,1029,N/D,N/D,N/D,N/D,N/D,N/D,70,N/D,N/D,N/D,N/D,300,N/D,N/D,N/D,243,N/D,12038,34884,400,70,N/D,197,1020,N/D,48981,21651,N/D,N/D,N/D,N/D,N/D,3354,34967,N/D,6015,17362,N/D,N/D,N/D,N/D,15844,1652,N/D,N/D,803,30,14216,14773,17798,10226,5450,11765,7700,2288,21745,39144,N/D,17620,1184,N/D,29,4390,N/D,24050,10008,42359,N/D,186,8025,412,9702,652,2391,10752,118,9668,25470,15501,35739,120,1346,1170,20,N/D,60,13877,N/D,22817,1148,231,4082,281,N/D,4567,22754,647,1910,N/D,4230,N/D,N/D,N/D,N/D,1570,N/D,100,N/D,N/D,N/D,N/D,843,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,6260,N/D,3849,N/D,450,N/D,N/D,600,N/D,N/D,N/D,N/D,N/D,39,N/D,1500,N/D,728186
Asia,SECCION XXII Operaciones Especiales.,6441815,3339454,15983962,9997248,10483944,3903141,6601557,9557397,5429429,6769094,8093966,13748803,2188184,4746676,158371,68132,79189,76639,89730,41417,142154,26287,60106,2931756,106035,211336,950344,478165,770983,4493473,2443613,1013126,5500323,125694,1635922,391530,1311858,1001999,1725812,450967,1163504,1229119,926738,1881313,1426847,1455799,1534720,317246,1050624,791279,960483,463902,645955,1856063,1064121,325976,432206,237246,36039,71173,5941116,33912021,35681070,27743482,25988177,501185,282599,274930,392120,321085,625409,1582372,1244077,644395,916455,349430,1219747,1618426,2954409,1164841,2489745,1054339,1842048,1671672,1163758,842573,1565320,963297,2140458,1496529,2310853,2397711,4234689,3896763,2614267,1021947,2750961,1694497,2656786,1133649,2222348,3617160,5794613,6007096,6112107,6439479,7624850,7443688,5482479,4220950,6903671,3903543,3705868,3394280,3886337,3325423,4323633,5153116,3439324,4264391,3775187,5331956,5487524,3259833,4631842,6445228,7851575,6498950,5624913,6442851,4095612,3833141,5021289,3994994,7288812,6217402,8883566,10904970,11445234,8082300,10709182,8963234,11985044,7337834,4869539,3656993,2730915,4485608,4794986,6680076,5285788,4728363,8827364,10283477,8445233,7128373,5696071,6737218,5886390,8185105,8487078,37813446,14770355,11211249,10833063,12706840,7909281,2887314,4174580,3340220,6426191,4497928,3378552,3256717,3997685,5198968,4892371,6689042,4682553,7033544,6270321,5177891,6647818,9494115,6896793,6733972,8458471,8483548,9454048,9774118,10830942,8449975,3576142,3538238,3395833,4507827,4794761,4628136,4611380,4889509,5301319,8125503,9190689,6543476,4657588,5931616,5991431,5810064,7918740,12734378,5888741,1067431527
Asia,SECCION,132746321,83534581,123290096,137141787,158056429,154431402,153406156,170898340,147107488,143019891,142137048,266401723,189883461,180829280,171824210,163005417,168361462,211804964,224198432,224172107,257096238,249001809,250887779,306735384,481079042,471158357,511279839,533020676,669122931,579163670,642691635,555135098,497126375,186583428,175683924,197330905,117652399,126535337,158578114,166769589,185280675,195904023,211462039,154278847,184186631,183145061,177156609,215042664,192408054,207533871,260189559,261336024,261553999,272199064,261771198,300785833,284432422,316029808,384321424,311847356,310823379,332645049,334658414,367859005,346193505,333823059,320887295,410152215,399012755,376407488,417165474,464494486,364443997,321749059,409815057,334315445,413153507,447541198,402090898,423054334,459667478,504541488,516768043,438757186,536189818,468339516,522568321,504893104,522303480,560052812,571553995,532949689,470445059,501079354,520188322,526638955,486436955,475321839,477336014,592680409,566873819,546274807,573620575,489318885,562746688,441074206,480793602,497973752,347399610,310175584,369957760,336408723,360566853,516497706,441022202,467411705,556074710,531913367,610867147,676027071,503378029,514612794,606046402,502433462,568801323,600126246,541770165,608050059,629328287,548949484,593609033,562642528,519686023,564778223,549099620,484579227,614287361,647322388,670689354,857926839,683849634,661778158,790537999,629447699,636373105,531493777,622102192,579756217,682602831,689728543,661676336,698251404,574448300,655958565,618725840,608010779,604264504,591781310,543595826,649586027,681588494,716261476,749496712,778784745,713643446,708888308,650156551,693454663,821059414,788668630,972930233,1002000562,971942981,926336603,1024306764,1094471548,1097311705,1013146910,1009728407,1015378697,920313403,921594943,980589866,1057907860,1042839906,1171453496,1176321749,1092340489,1269823492,1114615819,1055846327,898204660,783733676,938498775,1112539973,1148463071,1148698229,1254998144,1084383482,1296279091,1267719028,1302271025,1246543870,961111846,1008369707,1030984924,1135423581,1160888918,1325230877,1387635968,1159096110,1.18988E+11
Europa,SECCION I Animales Vivos,N/D,417712,80953,431423,870535,218950,693530,998579,767699,888927,1403398,841068,1209350,661509,983314,562356,748831,313781,1080780,111385,1286326,666675,2171626,1057926,1148798,430265,969101,1393855,1177366,830312,375344,240304,262781,538438,1360121,782419,1237746,767091,605009,524131,317575,245473,261391,782560,321750,815059,1572525,748313,180020,944520,902515,1669890,2912619,1799626,2335593,2197675,1974700,408218,648288,688987,728642,120981,741635,922495,631599,1093579,887997,849237,614204,595225,1351111,1249490,758582,756028,763570,393131,687816,748578,406659,507796,871541,804253,716712,785630,1318036,1119300,1824116,4829589,6715920,5639243,4180412,9126115,13301146,4831205,3297654,7534938,1178809,4593867,283884,2152290,2050484,3700284,1281797,1595500,1990501,3410919,2049646,1656477,1531313,764906,625991,640470,1203974,960059,736303,54817,1098472,1802620,1699814,1249886,1408035,1282732,1763077,616687,1413665,1551450,2594552,1136768,1632511,3306438,1631905,1446516,463428,350564,685375,118997,334863,1612950,3076129,500422,718190,3402148,3381750,2410553,1803368,746191,943060,1689374,799326,6135392,4265697,332750,2995770,1257371,777818,2201417,163254,977289,765134,665611,6146531,7076402,3495699,1729664,158385,226584,1084125,67119,126419,1397066,1206630,356314,329969,452270,1850279,818298,342715,374027,2712621,5099330,1306187,3904852,2949103,1412683,1291,391110,547250,106639,255348,120963,870622,396264,103015,2401149,3167947,1939068,1679507,1013644,988064,340174,48439,1018894,266788,2093587,126739,1133546,982539,1597429,2878324,5072101,770067,311146542
Europa,SECCION II Productos del Reino Vegetal.,123333,122143,286008,375174,346016,258269,108610,1229643,120961,95587,180182,7188016,90642,7876770,1712615,144769,55942,3414895,27823,100254,93804,15421,185221,24001,96017,185709,450608,3463758,337538,431318,278058,12306059,29725717,102779,1010608,2445831,185302,100099,129029,611860,13506673,7351160,154977,155114,168636,335168,6968963,93292,961234,637225,771141,1043346,546334,714129,1105998,722235,178807,654670,6935801,154242,548261,1004318,849592,1022082,633792,1975383,1113778,629171,310445,823078,10872799,10886954,507181,708704,732136,329793,1195465,1170867,1424429,1011661,663156,635478,1228661,659958,1626950,1798283,2275046,1889655,3515891,2522263,2708020,3420842,1882458,2678118,2137507,1740843,2810578,1745291,3134261,3310795,4406288,2578383,3335115,3145003,3417028,2925086,2303216,2043871,1467022,2531048,2835191,2245890,2136407,4100693,2852639,2762976,2801816,4538906,2629791,3718234,2819363,3067181,3257167,3248943,8344313,21024275,22154524,3619182,2069463,2294913,2031889,2374575,3489535,5786206,8560963,18662207,35090266,4937444,19541146,18475571,19233357,4681702,4443764,3434608,2507110,6953443,11215026,6571725,4778902,6687255,3949266,4178331,3300476,18188756,2913284,2601717,2518912,3701587,4528858,7726896,7888896,4485779,3829673,50210908,23576913,2957387,16007124,70613412,16628169,2361704,7595411,6460602,8311763,2485116,3207282,2164223,2871300,2998341,4421207,3836235,6383394,6645803,7817247,4631929,4358809,7646158,3861544,7100972,5682722,7923366,4428323,2590789,3800886,4436533,5723233,5365239,4618827,5275293,4679129,3802188,2427898,3028139,5487899,2746938,3210811,2896477,7577653,25235339,23924786,6976524,5384574,1011648959
Europa,SECCION III Grasas y Aceites Animales o Vegetales; Productos de su Desdoblamiento; Grasas Alimenticias Elaboradas; Ceras de Origen Animal o Vegetal.,82010,3539,113350,52325,99228,51881,107861,112462,59930,67485,63675,146321,61966,79935,248153,354772,70910,2501,14610,68876,34822,103410,88105,348097,17167,8959,27356,15113,68295,1805,106120,135125,78959,846259,142287,293458,2104882,101351,59477,5985244,87290,8700024,53299,23290,131435,74864,139599,3555291,56252,58436,338018,2353539,701330,14027084,356705,9636649,23351,6820,120506,111245,54908,4259,413702,11812210,6338,275620,14816541,23128,50779,17285104,79925,17647065,83860,66689,44396,37986,4567,34160,43420,51745,17554,51690,22718,352499,3085280,1574788,1299049,527601,112719,532891,1173705,655185,1133969,3014992,1316258,54398,680888,815020,28186426,1749649,1528799,657213,2207485,9284,1629839,154271,186232,671029,121143,1220957,636629,706937,689263,3379369,1310897,820809,1415044,291072,199545,1442028,932705,1856323,3004671,2319946,1512138,1140122,1399433,832267,928302,1109921,1340909,1715032,1343430,1939390,2016745,1241697,2368454,1159246,1577046,1561645,2209506,2651275,2256148,2682881,2158552,858717,2792804,2448973,1726155,29612174,2233856,1701761,1751417,1579063,1789741,1299503,2436758,2212792,1617170,2116479,2825834,2622606,2748684,2672256,2204739,3081210,1920710,3045609,2748032,5609574,4334780,3613783,5163872,9114424,3244739,3096932,3264979,3120449,3472459,3352324,2628056,1851837,2315932,3019677,3059855,7882087,8264225,15823703,1841860,2091974,3063338,2502075,2694266,2944013,3447012,3928384,4272033,3010109,4390128,25725923,3519871,3914299,3840820,4087050,2273542,1927687,1911913,1990671,1667437,2941006,2180794,487159336
Europa,"SECCION IV Productos de las Industrias Alimentarias; Bebidas, Líquidos Alcohólicos y Vinagre; Tabaco y Sucedáneos del Tabaco Elaborados.",628276,708279,1670703,1783913,2437179,1393332,1367058,2392635,4336688,5511230,3551203,3162152,2014498,2646272,3207749,3819287,4202612,4178488,2789769,4028747,4485520,8145707,5858313,4216781,1448995,1716600,1843667,1780226,2955736,2395732,2616826,2462864,1800969,3770649,2952855,1874661,2767146,1966423,1854366,1994726,2630064,2510767,2892485,1635334,3608861,5928928,2212422,3402265,1151272,2110283,3996144,2197216,5110829,2614091,1992227,2655365,1923842,10354798,6781038,6304877,4444053,11053898,10665030,11967050,15097865,18926880,15995331,13846738,22466927,27204305,41846613,31980005,7987592,8713286,21624835,15178410,14109255,24454634,28636400,35312049,44017000,41342166,37462782,31759848,34761229,23338129,23278794,27073691,28507333,32396837,28779693,30146112,31804535,33865996,27621337,20971908,35662033,26204135,20739125,21744215,31503151,26068952,12171662,12330966,20694760,18383738,19125876,14321499,14891673,16125880,12441139,13445452,8541587,21264287,19538842,16413853,28287221,33546993,24670553,37044372,9438211,20977204,30654434,30186129,27018705,26222105,31299743,38458464,30600754,44007137,29469898,48296826,23536538,23244041,40179157,34683360,37843186,35754506,41533125,39117332,38725091,43503895,39470159,33360175,24876969,29998917,37195219,29911760,42979466,30061048,29685316,54386231,46621766,49623373,48350128,37136880,51186151,26858715,31490092,49787854,41414356,34168249,41487337,43879613,57145968,45969980,42715559,40624731,15218054,10555536,17910757,20217057,16595860,17301977,20786844,16165597,25981853,28192427,15063309,21552073,18553304,21872377,27811837,17609815,21355936,18715037,20034722,21552303,29652838,30503164,21596026,19270516,15699976,38392710,40229614,43329016,38166229,39227408,38803389,43328515,46855952,41250046,52363907,43225697,26935295,33622039,41696755,38049626,36011150,29276953,36038233,4552259946
Europa,"SECCION IX Madera, Carbón Vegetal y Manufacturas de Madera; Corcho y sus Manufacturas; Manufacturas de Espartería o Cestería.",17921,6728,62895,181228,121218,102129,235423,70482,100445,360374,129123,236749,167733,111799,388694,175790,217379,208059,185687,109698,131827,26794,244408,139330,175233,230409,153716,97806,138858,227193,193981,233918,144417,203834,152170,86521,211615,177887,35179,57947,133528,103932,162375,141612,111447,120683,82083,116499,266810,570459,525066,981714,625921,1060808,238762,229312,380914,114182,354365,356220,567384,479159,977082,164476,276928,543283,886165,1082171,698749,402479,835543,382649,828751,594370,1702638,991234,1339215,1044554,1127324,2163936,638651,1537438,1536087,903306,1432493,1886528,1445618,2027793,2536843,2145876,3274802,2134414,1388330,3271886,2237136,2032982,2396161,2915818,2004061,1952374,2687368,2377490,3341946,1738489,1905218,2349738,1729781,1355440,1124405,727860,2570980,1872158,1202050,1417543,1201968,290823,1189107,396925,587048,703838,599746,1203988,1780906,1336468,311803,2840878,2086175,2079781,774888,1737151,2108388,1975799,1571521,1720596,2675558,1590941,2957785,1980128,2472659,2810283,1998586,2047091,2357947,2075010,1448572,2353113,3446383,2117210,2986479,2712824,2238295,3000173,1778955,2961096,3704368,2121728,2751352,3244913,3056752,4585328,3320983,2920254,3113301,2879613,1805174,1980196,1507822,1728816,2262759,1613866,2368278,2179806,2069310,2147272,2208244,1903641,1512319,2347699,1661998,2204456,1303922,1755505,1950651,1282663,2772678,1767885,1781945,2261004,1267199,2135152,1834722,1958303,1649875,1947601,2848388,2705017,2305650,2241362,3149157,2690640,1914111,2655432,2476111,1516168,1991944,2946111,3774452,2339789,3074444,2760452,2545510,303427406
Europa,SECCION V Productos Minerales.,219847,25037,363279,173385,496736,38472,677669,24982,858502,851868,89871,733760,130297,816672,1343587,4391269,10303582,11248951,11479712,10978564,119959,11565909,697425,14158344,68676,551190,174725,254880,118191,181547,165059,93482,285686,16812804,13538079,4793122,9000735,15942709,8261112,13670502,26131782,14916278,28418775,18107400,18583638,13409027,15413835,18767888,182482,130093,1555029,241556,255437,210438,72153,104602,68471,114680,2081747,128219,252886,144220,2382171,2526054,2151262,193888,56911,139587,303139,116038,2944543,1665513,1914673,336658,244944,995220,399013,3789257,299009,453200,5558148,382702,388369,177058,4094201,552598,17623259,257650,34476871,14041675,17225580,27900827,6496687,747864,490073,654407,8973528,6294911,8393803,4726596,697565,5102743,13111698,32085798,86862412,61138669,37619796,72294950,34117173,321353,37453268,35860370,444780,477124,410685,25655543,1255405,22594996,24103035,18903231,439831,673286,29568961,5850979,18515268,23973829,23657296,1030173,3610311,2667014,465705,489220,1564936,830118,3652401,2023652,2166621,962640,653943,4089497,1370976,1899297,4137164,1355425,1624082,568181,1834515,3705738,4311311,1797363,1748263,2581726,3399826,627072,3125809,1278455,55662948,73060569,37240244,69309830,71555251,67675628,75020506,96427779,73023758,43551786,94292546,64777411,7383857,1525077,1754207,5094281,2606760,946870,883943,5828697,3473279,3113034,1121278,4477515,1877926,1789985,3184213,3184134,2562441,2469598,4234261,2022468,6233013,3261322,1195588,2567502,4301313,3109402,3282162,1946672,1922085,1759722,3474374,1709708,4987211,1716508,2453898,2999965,2048219,4984670,4423610,3882667,5510347,3422375,3641275,2134085805
Europa,SECCION VI Productos de las Industrias Químicas o de las Industrias Conexas.,8057605,9785458,8776002,23024090,32353360,30920170,24913292,23461956,26415479,24891945,27092178,29019427,27140681,19053613,23250532,21134227,22722556,23719763,27088317,29111180,16076138,23892266,25142848,17983174,23296334,23224699,20357717,29408857,28405810,24682125,28027421,27434619,22246246,19276863,21782810,17622542,20476410,17119581,33233873,24813341,28231343,29671039,19816525,20740535,25263334,27075263,28522972,33769080,14483263,13002892,16642790,17735749,14039186,17344672,13747844,17171297,17363941,18303490,15008642,17776183,18496538,21320537,22028996,27163980,22670987,27146212,22272970,19326753,18571839,21297250,31606799,18735813,24085320,17919466,20674629,20318645,25311396,20713544,19607432,25869282,21207273,19930455,24286969,16508647,37171710,32717810,34430641,31181670,29729273,31366976,36672784,39257151,28747453,37964706,36452688,25307344,38293223,36587150,33842527,45215203,45703895,44425562,41483018,34219631,36331512,48306149,36368616,26787182,27971180,43479433,35254872,35862129,23040642,43072823,86899084,28047121,38055558,38219368,43974501,38675118,45300011,81096708,94287775,79404866,64594097,49302124,46098138,52798068,48895813,50318587,40920326,40867170,67564336,81423844,122564775,105831551,134014120,107761791,97044621,117776131,90832868,87899640,71575457,79246460,86472833,88795248,124197932,100391665,122869608,112874724,110781982,131991781,115770608,139800582,83433798,69870418,102243828,82846230,140451154,116419889,135384174,110310093,135979313,104409939,93091288,97204745,92691745,69536335,92317672,131600544,145660838,163444376,149359592,135611925,153868030,137789749,125302660,154303569,123624189,100296533,105282676,121063141,116003481,115339738,132507794,116743823,119892971,127301421,117967110,122374391,124733228,98393144,100279597,140732564,162035815,151380011,137916707,167902006,164500124,147949545,136044274,134515839,135786572,115037938,121617166,120892537,194150449,147482579,162211479,173933747,157487378,13438210147
