Pais_comprador,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
Oceanía,"SECCION XIII Manufacturas de Piedra, Yeso Fraguable, Cemento, Amianto,Mica o Materias Análogas; Productos Cerámicos, Vidrio y Manufacturas de Vidrio.",44695,11082,16247,9570,1314,N/D,4401,18372,14409,15433,N/D,268,9989,39172,29512,25343,25978,36857,8512,27384,28154,19290,25083,82,17268,25914,45025,10284,35491,26731,4244,51012,31211,29312,10598,71233,5250,20839,356,32716,555,77799,35947,27552,26904,21367,13930,14918,9448,19073,95406,24035,15775,30958,35916,84424,53793,40870,N/D,10573,N/D,405,150,N/D,600,38,35,373,N/D,N/D,26,29,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2056,N/D,2681,50569,9269,1972,279,2791,N/D,4,N/D,2495,N/D,N/D,N/D,N/D,4574,N/D,N/D,142,7890,N/D,N/D,578,13013,91948,123825,N/D,6384,108807,6722,37,160,15,14159,35,7437,30167,916,8451,19086,20514,58353,9560,18882,N/D,167,20522,24146,39799,51,33846,5506,41586,20066,N/D,23682,N/D,39460,130,17007,5621,20641,54058,10914,64849,6467,1513,14636,N/D,19118,53626,20616,N/D,19586,16307,40492,17362,32151,35406,7087,8361,10023,26588,132821,49811,37330,281907,39088,9504,52322,5864,185119,10731,30098,63086,64423,8985,16135,1760,22401,151377,108624,14727,90832,23603,79898,60066,22324,6503,24683,297,34209,219527,29086,6600,16735,40683,37984,61003,8240,26379,16970,9357,229434,19589,5194795
Oceanía,"SECCION XIV Perlas Naturales o Cultivadas, Piedras Preciosas o Semipreciosas, Metales Preciosos y Manufacturas de estas Materias; Bisutería; Monedas.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,65,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,298,N/D,N/D,N/D,N/D,4262,N/D,N/D,N/D,N/D,N/D,N/D,N/D,4060,N/D,N/D,3789,N/D,N/D,N/D,N/D,N/D,345,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,157,N/D,1027,N/D,N/D,N/D,N/D,N/D,205,N/D,N/D,N/D,N/D,N/D,N/D,276,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3843,N/D,N/D,N/D,558,1340,N/D,1973,176,503,N/D,N/D,2318,1985,547,315,1009,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,59,N/D,N/D,986,N/D,1823,N/D,N/D,N/D,109,553,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,81,N/D,N/D,N/D,N/D,623,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,40,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2677,N/D,N/D,N/D,N/D,N/D,220,N/D,5367,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3287,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,19,N/D,44893
Oceanía,SECCION XV Metales Comúnes y Manufacturas de estos Metales.,3903,N/D,N/D,N/D,N/D,N/D,503,129,N/D,492,261,N/D,1661,4404,N/D,1337,4362,7,682,3002,12163,467,690,593,50886,705,1062,18858,8692,3644,0,36758,440,3035,6229,20231,N/D,5516,5267,1124,2557,11723,7723,5383,1542,5150,5877,N/D,7648,6028,2344,144,10852,8869,1549,6278,5850,8748,5467,3423,1413,7641,277,8509,76722,202,4775,2455,7937,3502,3196,10325,15958,58097,64708,842,13144,25938,N/D,55909,5586,1744,750,N/D,67338,9978,5733,N/D,61248,8896,12449,10830,50580,4481,46990,7631,3495,945,500,48156,8293,N/D,71414,7014,2342,1071,5217,N/D,6520,94078,7915,1977,2615,29139,N/D,3269,3588,32773,N/D,4261,573,3538,16289,1237,2609,9948,8668,29143,2822,17353,2530,1442,5112,13392,10689,82441,799351,398776,21066,587,3013,16883,1323,158173,673,2003,5187,7245,16382,4022,9856,3362,88447,26739,1403,41354,2012,3959,2988,68589,5168,4672,6408,1388,991,3202,6000,26611,25885,5905,14044,213,85895,60824,91772,46090,6006,40548,11859,88534,200934,100799,61248,60857,59181,19803,36118,30880,51267,5976,19516,34204,101437,100688,25039,71736,12081,15800,3745,28165,2929,126939,4492,42605,167795,54867,5555,6689,42299,156617,39025,5407087
Oceanía,"SECCION XVI Máquinas y Aparatos, Material Eléctrico y sus Partes; Aparatos de Grabación o Reproducción de Sonido, Aparatos de Grabación o Reproducción de Imagen y Sonido en Televisión y las Partes y Accesorios de estos Aparatos.",599704,2792636,1917919,3217098,2026648,1546525,799339,1649158,1872545,1776523,1173680,1721830,307735,284523,1502964,718485,569218,1421081,403372,510152,799096,466731,142570,2870715,245975,731313,531991,18131076,431613,2526513,12507643,575324,1661209,442053,1316106,1469720,197100,390342,1727941,266211,260417,1430603,1048476,825701,370013,1211114,289520,733558,256410,228109,862761,110156,241879,1198553,346206,265447,885021,520157,1795373,378614,132785,2918455,936129,583408,357375,540297,741845,869209,815801,311251,1099920,2697887,320641,372988,418990,437212,671055,2220050,720881,780713,866497,1324217,1433997,3309901,1149939,823264,2135762,674749,1531400,1857504,722265,2172113,1019535,978116,1805704,2160473,1084459,964793,389694,1498159,1290818,1535813,1006891,925914,2346060,1349233,1371238,1975813,738942,1093488,947656,683661,938654,1166719,879396,1810974,3285345,896189,3010443,5146207,5341950,1272832,3023704,3307349,1410287,3727788,4520128,1701172,1529036,3491868,1712904,6459892,3370488,1278889,1878835,2025498,2727740,3187658,2512535,671784,6441268,1554316,1399468,5997946,6676377,10098060,8247754,4684674,8018153,9565100,14029552,12313318,11877654,5471162,10392125,16691739,8625147,7900574,19544126,14391972,12141411,21147936,16291042,15434902,10412026,11632682,4709177,6218614,4130328,6108874,6362828,6121096,7251111,6524918,6505233,5649562,7480066,6551272,5555052,8646735,3987483,4737396,4140907,8910759,4965670,22794077,20389437,8491906,12331025,15510614,9934889,15584365,12784150,6388233,14700625,4259027,8982188,13357771,5470884,8538463,12368111,9345616,10143192,4827595,18434510,13129790,10660144,16499080,13509498,30805996,14472236,940152640
Oceanía,SECCION XVII Material de Transporte.,N/D,N/D,N/D,N/D,N/D,N/D,5000,N/D,N/D,N/D,N/D,1700,N/D,N/D,N/D,N/D,29880,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1649,N/D,N/D,N/D,N/D,N/D,N/D,500,500,N/D,N/D,N/D,N/D,N/D,6500,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,57431,63478,6115,N/D,49297,15780,4422,47775,N/D,7114,1170,105037,35839,N/D,14129,N/D,N/D,N/D,N/D,N/D,N/D,N/D,13266,N/D,368,N/D,N/D,N/D,N/D,55003,39204,N/D,19098,N/D,3279,N/D,7675,28863,23922,13347,N/D,N/D,N/D,1522,2851,N/D,N/D,15726,25695,39665,15919,2506,15921,34043,13516,30600,N/D,N/D,36131,63049,994,86544,13231,23043,31520,25259,N/D,14498,96821,45351,23780,N/D,109098,N/D,21602,45314,57354,38831,25517,7108,7196,60792,3423,9196,63103,909,17902,21280,31369,10735,52906,16459,59256,24009,N/D,66436,96107,N/D,44266,N/D,11617,41127,9290,2750,8658,62366,50853,36514,31977,23541,5583,68284,13128,8156,26484,N/D,43590,15275,112619,N/D,11100,9347,46897,N/D,28601,55090,21874,20561,N/D,23470,83586,268,62088,156604,8964,32548,393756,52966,3785224
Oceanía,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",18000,77000,14000,259460,185998,122075,101783,148792,1572,223829,74773,206612,154357,73633,203202,119431,93795,27974,319123,308540,286091,113747,163329,N/D,151530,41215,N/D,44046,103791,37979,290983,48414,118883,81850,69482,366021,52172,248723,201407,240489,108382,5705,211339,1592,N/D,63718,4238,18490,103705,86744,114894,111666,111644,153926,32902,169963,67920,150271,58675,42188,80303,77566,39152,37526,35694,13145,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,46368,6509,30413,N/D,110215,200258,67281,178507,217611,115843,136984,66713,8626,172593,29621,197162,117317,166939,153528,58473,40151,29573,133540,N/D,95270,118020,52718,2045,2027,N/D,1320,N/D,N/D,840,N/D,230,1232,1163,55815,19723,N/D,15471,59902,N/D,213,2375,12562,2371,177823,132312,5327,N/D,9846,4406,1099,5831,18123,213,148991,73160,106098,2167,168722,131476,107079,4537,4304,12527,3508,17131,136645,34177,123093,184460,42611,4607,103809,4662,8946,86468,27438,38159,N/D,9445,65101,44127,4170,76824,5826,6454,9931,74170,2232,7428,2346,8146,4200,2164,28152,2243,330,7554,7625,6424,2036,7128,N/D,5188,176,3651,856,1787,3779,4851,7244,43437,3311,4411,2663,147836,51485,4059,1425,4834,13282,29219,45719,13729,83150,4692,25874,23920,57618,12077,34771,50587,62627,13085042
Oceanía,"SECCION XIX Armas y Municiones, y sus partes y Accesorios.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Oceanía,SECCION XX Mercancías y Productos Diversos.,95528,10898,112676,10045,148716,102897,84732,214924,148966,218574,143434,37539,14151,74017,91753,43003,72509,37473,73327,43205,31246,21525,68372,54661,3184,90503,21552,52120,100464,124727,87845,74387,84464,130529,93187,165292,8093,22040,66165,78560,N/D,82623,64084,84304,24006,116487,N/D,90611,3793,79128,16228,19132,62549,16997,167570,76223,8135,130774,N/D,387,N/D,N/D,2475,N/D,26853,7,38652,112390,245,N/D,6348,69343,1361,N/D,190160,8626,N/D,228158,N/D,176363,216000,604776,558031,740198,1888272,804264,1678464,1647122,1988664,1716638,2139194,1686437,1472319,3147120,2849426,2937312,3775847,2902827,2552664,3470260,1921381,3835168,3269237,2380544,368911,533121,2236515,4055871,4939626,2892682,2925029,2715848,2954934,3255731,1506534,1296412,827286,549265,580067,396309,198735,228507,213390,10590,83705,64257,32697,75334,26292,20069,5134,25847,99857,N/D,67135,210166,49689,741,27856,3098,N/D,41652,594,53388,16008,3573,2343,38080,11433,28566,217,26826,1979,12916,8460,30919,28130,56140,103201,25938,7590,14610,10598,225,31606,225,9012,12553,95322,8955,102706,4295,65844,38577,47550,24905,87907,72224,3269,73050,1,1119,75171,65382,48714,6707,99034,67731,59961,21594,41151,233224,5000,14430,8203,46484,26290,11539,41255,32439,65280,1380,132726,39183,86580,N/D,49538,12750,26912,179279,66701,91487837
Oceanía,SECCION XXI Objetos de Arte o Colección y Antigüedades.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,163,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1475,N/D,150,N/D,N/D,N/D,N/D,250,N/D,N/D,N/D,N/D,N/D,11,N/D,N/D,N/D,160,N/D,N/D,80,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,36,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,20,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,690,N/D,N/D,N/D,N/D,N/D,N/D,2514,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5549
Oceanía,SECCION XXII Operaciones Especiales.,303,N/D,35,N/D,N/D,17,N/D,N/D,N/D,N/D,7,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,10,N/D,N/D,N/D,N/D,4,24,1,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,30,N/D,N/D,N/D,9,8,N/D,1,2,5,1,5,100,4,N/D,1,N/D,3,2,100,2,1,N/D,N/D,N/D,3,N/D,2,N/D,N/D,N/D,N/D,1,1,3,N/D,235,N/D,1,N/D,N/D,N/D,1,1,1,9,2,32,1,N/D,3,1,N/D,N/D,2,1,1,N/D,N/D,1,N/D,1,N/D,1,N/D,1,1,N/D,1,N/D,N/D,1,261,1,N/D,1,N/D,1,N/D,1,N/D,5,1,2877,N/D,N/D,1,2,1,2,N/D,1,1,1,N/D,N/D,1,2,1,5,1,N/D,1,1,0,1,3,1,142,3,N/D,N/D,N/D,3,2,2,1,2,2,N/D,N/D,46,32,120,2,28,154,20,N/D,N/D,8,16,7,N/D,N/D,N/D,N/D,N/D,20,N/D,N/D,N/D,12,20,N/D,60000,29482,N/D,20010,35174,35823,20491,14771,86013,111280,43668,27000,14760,26000,12971,N/D,5160,86051,633453
Oceanía,SECCION,1059517,3077718,2658377,3814400,3067664,2384095,1445213,2805609,2376201,2937552,1753294,2949783,1047722,1245143,2597171,1474621,1599977,2184437,1923923,1440728,2065047,1299919,1335719,3611461,930599,2078798,1545229,18745096,1875644,3727185,13589460,1671029,3359228,1535899,2562653,3265823,1140452,1937551,3316403,1654424,1062505,2946470,2246553,2154542,2110333,2685205,740229,1653533,1303625,1095563,2284257,997668,945754,2813618,1605637,2212903,2926636,3430735,3211396,2185583,2200849,4590569,2049391,2565491,2059309,2581266,1876021,2638457,3265909,2614119,2202203,5202271,1774595,1892777,2315104,1526621,3084521,4525328,2161315,2576359,2682699,4488507,3489719,5908340,6342974,4286433,5959744,5265732,5264758,5731243,6005214,5915754,5277297,7839766,6933584,8511156,7332556,5750979,5272442,6805349,5613083,7772807,6300177,6385558,5151167,4798490,8657212,7417044,7404285,6090371,6082688,5743317,5640349,5920756,4617347,6212378,6406814,3865667,5768904,7123068,7016587,3057911,5166400,5201712,3257031,4854310,6176484,5941209,11327105,14876667,7347766,11955578,10283775,8251946,8627379,10691195,12066663,14690274,11084421,3567439,10457160,8178252,4279223,8172508,16071730,17632447,16731133,14893043,16947026,19518509,25760851,22056527,24390717,14879306,22926495,28376327,19071379,15144378,23039240,18851927,16096434,24104606,19191061,22755661,13828614,15871698,8276083,8842572,7802538,8878271,9821764,9735698,10136255,9268460,10009795,9092126,10311160,10138083,8268933,11545432,5758606,5931718,5639352,10940326,7394689,24447743,22665914,10779252,14451397,18331162,11929348,18027731,14215467,7838782,17247076,6033654,9828388,15812348,8382434,10401297,13652432,11978575,11587941,7702615,19998333,14358066,12249036,17878858,15584862,34816539,16224009,1626324808
América del Norte,SECCION I Animales Vivos,2761300,2271750,2850180,2401882,3653396,2267961,2546827,2413937,2872639,3800808,2959752,2373460,2918449,2450333,3564849,3287010,3458283,2082302,1344090,2518660,2340395,3059664,2961554,3570085,1771081,1490804,1261323,951635,1272768,1273602,1068943,1127101,2124637,1280126,1605742,1140308,1124513,983510,1429896,1164022,1224599,1301483,1008215,1654384,1238364,1463184,1562078,995039,64995,67039,101163,65936,108159,80505,88795,231852,392943,314447,500895,163701,181229,159812,218760,422652,263585,141446,47552,179079,187182,223699,58483,262080,174515,115282,158519,N/D,134427,45000,39309,84491,92669,144498,221414,301870,7783266,7067994,8046888,6924464,8301238,7555269,9904168,11607065,8534310,9007171,10883819,8336608,9583356,9871278,8922475,10668755,12405304,12841883,15804957,13808941,14799193,16232017,12323202,13487956,10638895,9164226,10004300,10286284,9697388,9476761,8719225,9540701,10874729,9981218,8184695,9093909,7516624,9087832,9660560,10162573,13854896,11874368,13697087,14601405,11153775,11244542,8957126,8892525,8955692,9645115,10720087,11570186,13153183,12879139,11416057,16076030,13552524,13336354,11762986,12195608,11544649,10897143,10710637,11473207,11577661,13431772,11652953,14427421,14801922,15518029,16022112,10801704,12042138,11365589,15887076,13719751,15376490,14156398,14163387,16672202,16291806,21104168,27046318,13308885,10050276,8857411,8269876,10335230,15789361,15400180,11690175,9240740,9379024,10891654,10815384,9125827,9850752,6629344,8939957,8949476,9099189,9204859,8354047,9394520,6779561,9418165,9259043,7966004,6300185,8829599,8091953,8809752,9392426,7592469,6577431,10620807,8447657,9608823,7188062,9403405,8789025,7915282,11402852,8970811,9976059,8816259,9751899,1494783296
América del Norte,SECCION II Productos del Reino Vegetal.,3244541,3762145,4387964,5711142,5961420,3286065,2869470,2593510,2629257,3999853,8624727,6561270,5704163,6300735,7028231,6896888,6108263,3446380,2939615,2796259,2401891,3279998,5759291,7184316,6916487,7806320,9191746,9482733,7256877,4533713,3976937,3172259,2939032,788053,4658381,4782904,5484636,7594563,9250834,6962865,3636870,776430,702670,713034,296543,959107,5878739,2063853,7065148,8449169,10523831,9114621,9075161,8665115,6263513,6220174,5741109,7566314,11095543,8372623,10952906,11335736,13438851,12628697,13724215,10126679,9646096,12828111,7825737,10939173,10481437,14239087,27392613,29818886,24103911,25456153,25804959,9981739,8018506,6735284,7564682,16668379,29216400,30430797,39386215,40677850,28653950,35939184,37799597,16047472,10734834,9624029,9282037,17433499,35708074,49008758,47588409,42863972,38640102,46762745,43681255,24896479,14361258,10926829,12630033,22038847,44206318,60065939,57742904,62581353,61856903,48435341,53777574,36615738,11878388,9920150,12092348,25772245,65206424,59733504,52059313,64374617,80261701,64911299,68762930,35756514,17007944,15702017,15202902,28239121,62864155,78096775,63423401,79921217,87209671,90625679,96662538,40496358,22535486,24393657,26826051,40267269,108228102,86656034,114827613,99858751,100362778,101022442,132665257,45814029,26909530,22578866,23733448,62655743,103966978,117016188,111675189,108372077,105525840,129528515,111870148,50801663,31926696,25838595,28080479,66243432,104715495,133831110,125092064,164611100,173381529,143708943,146190407,56255519,31170990,25754377,39618020,81773717,125218705,175053188,151463525,177955223,191117577,188572635,142924259,63456487,38236565,38775389,50997161,101194048,189911243,219994409,170558563,233675004,318534578,227351320,209747952,120422793,58889283,57850154,80275173,104328945,210550401,232520113,212615458,268028379,334587998,268167112,235789670,84882597,56828452,11583721401
América del Norte,SECCION III Grasas y Aceites Animales o Vegetales; Productos de su Desdoblamiento; Grasas Alimenticias Elaboradas; Ceras de Origen Animal o Vegetal.,222090,290660,377786,207228,292876,225302,372617,482146,254345,261832,88902,204129,202253,311252,220606,79365,147104,117479,188890,154761,180919,242192,175285,159829,192374,127913,191800,377291,224027,175444,618193,180071,201456,232611,179020,193692,286521,423386,297758,353551,358364,522862,494522,582926,664423,587181,506291,518433,1349614,1287701,1163996,1448611,1540505,769815,1112218,1471958,1544750,1330437,1858954,1029983,727464,997535,1257845,1407017,1557773,1451523,2259124,1596792,1410440,1689120,1962580,1660282,1399805,1849818,1998560,1794001,1800463,1648676,1832764,1983714,2034238,2305276,2264612,1005910,1565320,1774759,2027023,1850892,2455489,3292210,1950632,2718101,2281667,2024218,2707120,3727657,1822017,2878827,4889780,3303994,7324421,3589731,2863889,3080895,4108284,4176427,3300731,2919390,2293392,3540276,3737738,2079441,2198540,2535612,2227417,2777269,2423523,3018330,2844120,2942677,2154290,3266598,2833521,3326163,2829472,3292267,3191371,3165310,3398641,3413308,3569987,3025483,2595422,3625198,5907081,3330738,4130159,4298857,6290954,4116404,4750304,6002621,6226201,5071562,5569155,4362874,5509751,5438218,6262004,7612619,6896245,4896195,4128145,7038117,5597837,5777916,4013175,5140078,5618771,5296491,5851868,4583681,6720866,6497234,5984324,7055864,5426433,5467783,6019182,5344822,7534982,7157722,5870851,5605063,7736375,5994530,6638875,7238722,5160364,7462910,6500426,5244761,6239806,7779207,7540681,7345113,6395341,7164034,6416441,6673649,5731868,7670496,6286314,7516376,8232564,9004629,8983595,7679740,8288337,9341289,10355753,9117093,9795788,9543128,8019069,7279636,9962179,6796662,11882096,9839681,10047495,732000857
América del Norte,"SECCION IV Productos de las Industrias Alimentarias; Bebidas, Líquidos Alcohólicos y Vinagre; Tabaco y Sucedáneos del Tabaco Elaborados.",23351539,25249243,28834322,30965256,41745173,32466646,38203112,44024038,38486316,55635925,44320102,36239570,30011732,30620130,42191920,44246366,35330856,34858770,44830205,2511037,39693723,39524803,36845845,24759696,35289164,39199318,39496580,43576319,45165439,39868267,66225956,58050090,54214649,57637073,51474857,45740705,38917896,41546708,49854596,57514758,58618341,60530838,64515885,60144413,64891239,62093063,51143467,57865621,44188280,45592670,57970395,58392510,55918464,68912925,61011656,55797017,55388622,53718208,59403732,52052828,42122222,57528183,61574677,74318997,78726241,74093311,197010974,93059904,79773080,70548161,77799293,51486921,68472055,60928920,68420675,77800368,88366435,67332524,84415102,81423599,76257112,79158929,62637484,58449246,96153985,86065222,95584063,104005925,110888684,109375912,121184555,106379488,98454457,176344487,101055180,96091107,78560245,70706321,73776634,81022310,84079781,95854761,86319792,81436603,87560672,97316954,78152857,71944351,56271081,68908171,83774341,85971773,80217017,93232215,82485115,85010339,94227597,90067513,81255739,70006119,67678318,78188630,95861870,93786351,93199955,103424364,80756892,95355964,105600693,107116376,118859804,92920573,87196765,122153942,109505528,111079356,107542851,98561514,118110453,116683430,112263427,95005696,97858358,82331533,92946182,88167505,111318644,107863430,107394325,108191206,116328181,93319460,90775087,117544064,100096395,92721387,81673112,96251610,104008415,121461156,140498338,107445374,133074223,107657831,100747257,127533188,105230546,123874941,115723025,134060641,149405494,174128387,170686723,160345113,163475621,145849324,155392576,130943335,125768382,147254783,117749697,141673418,167178583,156140455,158191322,159124223,145655284,140509267,142528038,128431538,124116807,128100675,111989415,155051910,161115340,165111113,171808437,149391852,135994911,165665078,161045223,140688908,152685792,150346450,141981049,154105049,182667541,171810925,196978242,169729365,150672918,19286751138
