Pais_comprador,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
Africa,SECCION XXI Objetos de Arte o Colección y Antigüedades.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1,2,N/D,N/D,N/D,N/D,N/D,N/D,N/D,244,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,22,N/D,N/D,N/D,182,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,46,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,150,N/D,N/D,N/D,24,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,30,40,N/D,N/D,N/D,42,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,788
Africa,SECCION XXII Operaciones Especiales.,N/D,N/D,0,N/D,N/D,N/D,792,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,10,10,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,12,N/D,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,20,8,26,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,21,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,7,N/D,50,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,42,N/D,10,19374,N/D,N/D,N/D,56,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,40000,40000,5000,7900,30000,173761,30000,198261,203950,40501,102000,77931,N/D,84950,N/D,4500,126437,312415,1498049
Africa,SECCION,252362,326712,221965,424858,464044,428912,370084,476801,597309,372211,408439,451233,173157,270977,1340224,374661,240518,491994,146951,135381,564468,403326,441357,1145392,89646,421115,739266,168455,859349,330949,589561,168261,162377,152657,184531,200571,43697,198206,134539,70194,293180,171418,1138022,213196,205507,443439,130938,41059,247227,389080,393738,615293,477705,447497,758696,521370,740308,760242,388270,971269,664562,238296,386892,1111933,586421,833316,1573406,1455861,649317,402889,869292,721023,1093640,309461,532697,1281761,793864,956014,1588247,1336366,1088337,1157112,1011998,843133,868946,1129150,1803404,611302,696492,1051137,1403208,1912181,1682874,1956808,963450,2100429,1391851,3190295,10143030,16019456,13763818,3544481,16592703,17674682,17324315,2513279,994745,1241229,1183779,946502,1136371,1772190,2841473,1120537,693819,1175837,1761051,551005,1333358,1996229,5361347,856113,4911549,1583215,2699116,2815752,2726801,2119908,5626187,25871847,1429746,9983583,1499584,15108994,1990429,1609716,3341138,17820708,8241677,10348956,4280210,3099868,2069322,6828268,7120317,6018392,3327599,5943351,4869164,11608635,7449902,7637031,4773352,3001984,5219271,5237985,4169196,3076062,9946530,5407643,4339060,11111119,5187495,7204548,10397534,4050999,5821358,2876208,9610199,5484215,4457496,4311244,4159552,4835470,3964566,5943232,6816156,4227275,6435410,7282414,6994553,4360644,5898211,7553179,2192227,5662133,10819611,5233114,4886814,6731099,3336450,7450468,9067745,4215365,4193211,4957066,6446946,3377004,7183995,8436118,5912842,4180665,6045781,7316604,7149152,3560762,5157861,5441904,7796417,4883440,9147925,724090735
Oceanía,SECCION I Animales Vivos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,55380,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2160,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,140,57680
Oceanía,SECCION II Productos del Reino Vegetal.,20235,N/D,N/D,21256,21940,N/D,22811,N/D,N/D,N/D,20180,N/D,17910,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1712,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3200,218590,116906,88540,86640,86007,108739,96082,N/D,63839,57285,38740,48021,6621,100009,32593,50061,52879,34939,23371,101623,35729,30776,35205,74973,29550,N/D,N/D,N/D,N/D,35460,N/D,30141,10,3180,N/D,30141,78325,44819,42878,31988,1515,52782,2947,35616,129257,45938,69864,16159,216936,96352,61753,83040,148252,163753,94675,178024,147491,77030,53491,91841,61877,44253,6454,117054,86482,89465,141421,100871,232282,138653,206560,96145,N/D,17063,48611,N/D,53226,56155,131792,18514,70565,30604,76133,32236,1720,18322,85430,65285,25552,80990,62784,167226,62142,56153,32025,49225,65163,329194,297605,55886,112383,29270,67858,83340,31874,42286,12556,317798,259889,243761,122845,237784,77616,50177,65048,22416,426059,129649,127450,53172,N/D,18000,16405,N/D,N/D,56727,72947,28369,N/D,22816,N/D,8624,N/D,N/D,16342,90587,N/D,620,29867,N/D,11121,47968,1060,N/D,11048,N/D,16566,20195,N/D,115252,99218,7895,17903,N/D,1085,79749,53897,9842,33484,81696,51680,35281,27431,10718654
Oceanía,SECCION III Grasas y Aceites Animales o Vegetales; Productos de su Desdoblamiento; Grasas Alimenticias Elaboradas; Ceras de Origen Animal o Vegetal.,3213,N/D,N/D,2556,1935,N/D,N/D,N/D,N/D,N/D,3052,N/D,4702,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,14616,N/D,N/D,10080,34749,101878,33639,76779,68278,N/D,34139,N/D,67320,26140,6552,31506,N/D,N/D,N/D,64011,1014,19007,N/D,4300,N/D,3042,23593,N/D,N/D,5070,5850,1650,27911,N/D,5850,N/D,N/D,7734,N/D,N/D,49514,N/D,32436,33530,N/D,N/D,81354,44092,1650,N/D,37970,N/D,1650,N/D,58668,58512,26208,N/D,N/D,1650,33056,1650,14586,N/D,N/D,12686,2184,27360,23658,3300,6600,N/D,N/D,34275,22044,N/D,N/D,32526,N/D,N/D,N/D,9900,55608,28275,N/D,N/D,N/D,N/D,6600,N/D,N/D,13200,6630,6600,33276,25460,N/D,23100,3330,N/D,N/D,22914,N/D,18315,N/D,47358,N/D,34400,N/D,N/D,N/D,29640,N/D,N/D,N/D,19980,N/D,6660,N/D,4349,N/D,N/D,68826,N/D,517,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,31278,N/D,N/D,N/D,17550,38191,N/D,N/D,N/D,N/D,N/D,N/D,150188,8800,38871,N/D,18000,N/D,30420,N/D,N/D,18000,N/D,N/D,N/D,58042,N/D,19845,2225449
Oceanía,"SECCION IV Productos de las Industrias Alimentarias; Bebidas, Líquidos Alcohólicos y Vinagre; Tabaco y Sucedáneos del Tabaco Elaborados.",41703,26672,181963,18750,210582,15870,26968,43537,N/D,202730,112497,172739,170614,15750,382977,55660,33600,159127,184647,N/D,160674,52455,319897,313965,99203,265119,130386,N/D,188674,268693,240766,198578,313010,85258,152908,N/D,425886,10128,409334,137637,247468,332169,33952,131652,372564,607209,49278,350514,237641,319164,413959,242948,197532,727184,185662,274288,782422,383825,500999,579868,419271,471910,305014,330135,268150,344161,440531,395627,1807351,1629631,173333,457217,460316,601859,782532,432015,961022,416918,435588,645612,403192,740200,470479,537186,669153,772412,543862,1374861,715983,466167,1784020,1090205,1489728,1984845,1043387,1386786,458592,548241,1179311,235115,549211,761568,73893,527739,564595,1584113,486981,584139,770501,709377,238606,517658,723460,167384,1377388,1506920,352290,810756,563526,313899,273138,754111,951460,1073844,309074,297705,1061103,2778023,8677597,10004670,4200456,4338296,5483034,4539995,5260073,7121149,7415194,8304420,6933953,1204327,2580720,4271853,1873763,381619,7375826,5266419,6241317,8072483,6712828,8259019,9031724,8620699,9867125,7337020,10686489,9496717,7579213,4445471,550044,459493,1269545,604024,674112,919832,357363,1210438,1036307,468852,1096094,491307,1140523,1083805,562911,661781,860196,658691,574279,945287,859010,812377,534432,703233,582555,783812,533558,957809,597591,881584,812841,1847519,1242156,952119,530253,296493,1144554,663971,278485,1190319,1146449,802756,498663,1439218,472851,1431637,613009,355633,648307,674960,1083214,1169160,834029,297736501
Oceanía,SECCION V Productos Minerales.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,26922,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1600,N/D,N/D,800,N/D,N/D,N/D,N/D,N/D,1600,N/D,79195,3200,N/D,N/D,3200,N/D,N/D,N/D,N/D,N/D,5396,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,6350,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2753,N/D,N/D,6350,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5412,4241,N/D,N/D,6652,4241,N/D,N/D,9653,4316,8482,16482,27324,27324,26524,18216,N/D,10240,18612,N/D,N/D,N/D,18216,10240,N/D,28456,N/D,27232,N/D,N/D,10205,N/D,9402,18216,N/D,447052
Oceanía,SECCION VI Productos de las Industrias Químicas o de las Industrias Conexas.,230288,153958,414297,232917,427504,596555,399166,725946,328860,498973,224872,789427,364647,702208,386761,484432,713564,477112,828122,458872,647799,499627,610673,216486,323640,886964,707469,407033,915113,623959,333794,508720,1022630,511414,913675,825603,354920,1171968,598888,852597,368682,963293,656682,960155,1272407,573243,263437,159342,31262,99767,549851,227531,34345,171249,584749,843333,631228,1343539,646866,659114,676072,507263,332638,496277,796732,1264772,246372,517082,95150,162530,552158,1099015,734671,520908,422288,296617,505672,1023626,332623,304685,569801,787061,456771,601102,795557,984349,932091,938641,598500,812119,487625,317458,380097,486260,251784,983812,650607,669055,361934,735382,987892,1001981,844126,1102264,1237513,777121,4318291,174167,438882,970033,1811236,1198205,754676,871838,390419,1383277,1325871,1060764,1100698,944948,628347,501088,260871,332110,840059,276046,169458,619439,826615,825389,203740,196322,304254,487228,487420,706519,536706,888399,496586,571014,462235,400464,52955,322505,45535,141060,265851,237109,303496,508462,634688,487468,950659,389280,715963,751176,700703,1206353,410299,1157002,667525,542485,500921,1325126,208423,550834,566342,411645,254911,485618,158615,318613,341146,572969,714663,679844,766674,604971,698050,353433,357296,108299,256819,482508,1154598,163191,975523,495588,379690,318947,199525,678055,460901,522196,911025,268045,310391,606175,835496,258534,327991,622640,285199,605990,260754,414610,126604,266880,180799,1173353,284060,125108238
Oceanía,SECCION VII Plástico y sus Manufacturas; Caucho y sus Manufacturas.,1945,5472,973,N/D,640,156,31,2448,1228,849,37,13,N/D,1435,N/D,8,64,23079,7185,1949,2399,39,1613,1525,N/D,N/D,43,N/D,2896,N/D,1685,6208,1649,5921,N/D,276416,N/D,9,302189,1649,N/D,N/D,38592,20,3298,5365,974,234,3628,1880,770,1802,2958,11787,3995,58757,3406,117397,4918,229211,306360,4286,8398,649408,3147,49605,15640,4107,2338,51954,6237,25606,3024,4184,2990,570,131405,13047,3951,49904,5628,73295,7870,9640,531284,302950,17982,11890,10743,3282,8037,50046,6228,5768,57308,2197,4401,1145,245128,206702,297438,105973,248388,745632,52017,4552,2429,9240,3391,5792,8754,120444,5492,1826,4788,20,9133,37898,5280,7373,368520,58851,238869,70807,503471,80561,6777,106959,4663,23418,789309,593303,502656,1789040,490217,204954,12311,1323967,575115,695835,618528,1434196,640882,642118,1463678,1053326,1224716,1286235,994093,786524,1452197,107042,1228405,1146918,706744,714078,1431495,889291,930562,995256,1179995,1285143,1086977,1076389,970359,1102351,1290373,994602,1167650,1107624,670740,1620858,584985,547495,1111986,1189247,746282,519415,633363,84359,38653,121780,116910,130809,77979,97278,146563,300981,250398,150461,85548,70035,24578,164356,85435,158346,2306,165363,209690,473818,35962,58044,88060,175281,82577,117419,298988,158580,345896,187558,61360,57351384
Oceanía,"SECCION VIII Pieles, Cueros, Peletería y Manufacturas de estas Materias; Artículos de Talabartería o Guarnicionería; Artículos de Viaje, bolsos de Mano y Continentes Similares; Manufacturas de Tripa.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3055,N/D,N/D,N/D,N/D,1324,N/D,N/D,18675,N/D,28310,N/D,29965,5066,42275,N/D,155,N/D,N/D,2,N/D,N/D,N/D,N/D,14394,2657,N/D,22,3517,N/D,N/D,N/D,N/D,N/D,20,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,15,15,N/D,N/D,35,14,N/D,N/D,N/D,N/D,23,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,121,N/D,N/D,N/D,1,N/D,18,N/D,3649,N/D,20,N/D,3539,N/D,N/D,N/D,N/D,N/D,N/D,61,N/D,N/D,85768,68113,37714,N/D,N/D,N/D,242,18,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3,N/D,2860,426,34,5,29441,2103,N/D,4,N/D,1,N/D,2080,N/D,N/D,N/D,N/D,841,N/D,3785,N/D,348,N/D,1125,199,N/D,N/D,N/D,N/D,7179,7000,N/D,N/D,N/D,N/D,364,1870,N/D,N/D,236,232,N/D,N/D,N/D,2282,355,100838,N/D,N/D,N/D,242,3488,N/D,210,N/D,N/D,N/D,102,95,N/D,N/D,N/D,N/D,1195,423,N/D,230,N/D,N/D,N/D,N/D,N/D,N/D,1904,N/D,225,N/D,N/D,N/D,6,N/D,N/D,93,N/D,N/D,3820,N/D,524445
Oceanía,"SECCION IX Madera, Carbón Vegetal y Manufacturas de Madera; Corcho y sus Manufacturas; Manufacturas de Espartería o Cestería.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1746,922,N/D,N/D,2049,593,N/D,1621,596,133,3242,N/D,611,N/D,3886,N/D,4084,827,2291,53545,10386,6111,N/D,N/D,N/D,2905,N/D,N/D,199,N/D,511,2028,N/D,545,N/D,N/D,N/D,N/D,N/D,752,N/D,4735,N/D,899,N/D,3054,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1250,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,30,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2202,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2188,N/D,771,8921,N/D,2590,17147,N/D,N/D,N/D,4121,N/D,N/D,N/D,1345,N/D,2623,N/D,N/D,24752,N/D,4916,N/D,N/D,1404,512,9360,N/D,N/D,46,257,524,N/D,7910,2912,N/D,8,155,7057,5882,N/D,N/D,1201,N/D,N/D,N/D,6495,N/D,N/D,N/D,2490,8843,N/D,1886,3793,N/D,N/D,9897,N/D,16,N/D,N/D,N/D,6686,N/D,4484,1101,N/D,N/D,44013,N/D,N/D,N/D,N/D,N/D,1055,N/D,1386,153,N/D,365,2615,5233,N/D,1435,420,N/D,55331,3433,379484
Oceanía,SECCION X Pasta de Madera o de las demás Materias Fibrosas Celulosicas; Papel o Cartón para Reciclar; Papel o Cartón y sus Aplicaciones.,N/D,N/D,N/D,42748,42387,N/D,N/D,42,N/D,149,501,205,210,352,2,N/D,54958,1134,97629,86003,96829,105517,250,124289,38302,86,97794,39404,83866,112293,N/D,117530,15787,135922,N/D,71307,96531,48712,2199,43291,41812,38740,149247,109655,39349,81007,72138,38648,370,N/D,61,N/D,4,N/D,N/D,N/D,143,723,336,N/D,N/D,1570,1840,N/D,N/D,2,N/D,45,94,N/D,N/D,382,N/D,191,1950,N/D,N/D,N/D,N/D,1757,5,307,12,N/D,36195,N/D,38185,1,121,176,35845,79,30571,N/D,171,40309,31,50,N/D,4,35597,N/D,3,35959,35,36387,N/D,323,37016,N/D,1,26,39349,907,36272,1,N/D,77350,49112,N/D,660,33580,38504,9,N/D,118,34084,6236,36628,7010,3080,24300,745,149,900,48,1190,7,7476,838,18,4650,335,52728,44459,429112,35697,79706,326428,42688,63392,58336,53107,22840,14579,4296,5949,41269,607993,7990,1931,16336,43180,2749215,333718,1577,146886,325074,4568,79116,78823,92679,183813,6182,82447,76263,158541,83259,85123,98689,357499,498,154409,757,242869,88197,69580,106093,85315,3613,89865,92705,105325,1862,86987,83706,82315,91016,83566,270,95417,91103,335,71514,82468,86752,82575,18198,89192,8806,11173,11869223
Oceanía,SECCION XI Materias Textiles y sus Manufacturas.,N/D,N/D,267,N/D,N/D,N/D,441,2261,8621,N/D,N/D,N/D,N/D,72,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1,N/D,672,N/D,7014,753,N/D,960,15,120209,549,99468,104493,468,N/D,N/D,N/D,N/D,N/D,31314,N/D,N/D,N/D,N/D,N/D,36575,243800,430078,124148,139432,172862,172120,345792,44908,399651,348098,601940,160021,200040,577924,434140,363985,403269,409632,334095,364783,635431,437251,423460,306738,760387,204774,277116,318598,314520,771787,512834,537207,320745,499273,747308,337081,557309,884655,439668,529441,397077,275367,557733,693542,352005,509132,1125107,767416,852232,958024,562014,386185,372540,321483,360006,634518,384595,372167,382631,183050,435762,337189,188979,13344,224947,65525,305352,159617,86257,280597,234792,237405,189991,174107,152661,89681,234251,31417,282407,111651,447271,90961,371363,324353,185744,250947,26631,114237,259664,224007,324816,269849,228126,257233,203034,222419,390635,221775,149068,238787,199802,243392,221898,240963,280965,242682,307101,245585,208073,338565,249629,701164,1400291,662815,284503,478602,1111757,1002609,1100225,336922,292326,723057,335397,1122199,341433,747999,710910,471644,664465,465765,1093639,348066,1259641,176049,52647,202194,355531,208386,271743,150387,224819,380629,219067,214369,118480,130046,99024,153213,236317,103800,88356,148033,128342,149085,95341,201053,229278,79358,80145,65247,108623,111132,316439,183343,59298690
Oceanía,"SECCION XII Calzado, Sombreros y demás Tocados, Paraguas, Quitasoles, Bastones, Látigos, Fustas y sus Partes; Plumas Preparados y Artículos de Plumas; Flores Artificiales; Manufacturas de Cabello.",N/D,N/D,N/D,N/D,N/D,N/D,38,N/D,N/D,N/D,N/D,19450,N/D,45600,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,192,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1097,N/D,N/D,N/D,N/D,N/D,N/D,198,1022,N/D,N/D,N/D,N/D,72,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,600,N/D,19,N/D,N/D,N/D,N/D,N/D,N/D,7093,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,18828,N/D,N/D,N/D,N/D,42,N/D,N/D,1172,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,10945,N/D,N/D,N/D,400,320,6128,8618,786,476,N/D,29755,N/D,N/D,N/D,N/D,N/D,N/D,45886,N/D,595,N/D,N/D,28811,N/D,N/D,N/D,N/D,18657,39,962,85,N/D,38478,12646,N/D,N/D,51566,N/D,14764,N/D,25397,N/D,150,248,19909,1627,N/D,N/D,21672,196227,N/D,N/D,N/D,N/D,25741,N/D,90,196,N/D,N/D,21998,N/D,N/D,N/D,N/D,23181,N/D,N/D,N/D,140,N/D,32314,N/D,N/D,N/D,N/D,N/D,N/D,26109,N/D,94,N/D,22941,N/D,N/D,7,N/D,260,N/D,120,27727,N/D,811488
